скорость ПП колеса,скорость ПЛ колеса,скорость ЗП колеса,скорость ЗЛ колеса,заданный момент двигателя,реализованный момент двигателя,ток Фазной Обмотки,ток Обмотки Возбуждения,температура тягового двигателя,температура инвертора,скорость двигателя,мощность двигателя,положение рейки перед,ток рейки перед,температура рейки перед,положение рейки зад,ток рейки зад,температура рейки зад,напряжение ТАБ высокое ,ток батареи ТАБ,time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,28.75,0.0,0.0,-57.0,0.0,19.0,48.0,0.0,17.0,356.2,-3.5,14:05:14.101640
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,28.75,0.0,0.0,-57.0,0.0,19.0,48.0,0.0,18.0,356.2,-3.8,14:05:14.533427
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,28.75,0.0,0.0,-57.0,0.0,19.0,48.0,0.0,17.0,356.2,-3.8,14:05:14.896717
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,28.75,0.0,0.0,-57.0,0.0,19.0,48.0,0.0,18.0,356.2,-3.8,14:05:15.261828
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,28.75,0.0,0.0,-57.0,0.0,19.0,48.0,0.0,17.0,356.2,-3.8,14:05:15.604733
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,28.75,0.0,0.0,-57.0,0.0,19.0,48.0,0.0,18.0,356.2,-3.8,14:05:15.974257
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,28.75,0.0,0.0,-57.0,0.0,19.0,48.0,0.0,18.0,356.2,-3.8,14:05:16.337060
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,28.75,0.0,0.0,-57.0,0.0,19.0,48.0,0.0,18.0,356.2,-3.8,14:05:16.706662
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,28.75,0.0,0.0,-57.0,0.0,19.0,48.0,0.0,18.0,356.2,-3.8,14:05:17.076431
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,28.75,0.0,0.0,-57.0,0.0,19.0,48.0,0.0,17.0,356.2,-3.8,14:05:17.440036
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,28.75,0.0,0.0,-57.0,0.0,19.0,48.0,0.0,18.0,356.2,-3.8,14:05:17.779101
