скорость ПП колеса,скорость ПЛ колеса,АЦП датчика ПП колеса,АЦП датчика ПЛ колеса,time
0.0,0.0,4051.0,2017.0,13:20:47.913159
0.0,0.0,4050.0,2022.0,13:20:48.299020
0.0,0.0,4049.0,2019.0,13:20:48.715541
0.0,0.0,4063.0,2020.0,13:20:49.101579
0.0,0.0,4035.0,2016.0,13:20:49.503001
0.0,0.0,4054.0,2016.0,13:20:49.904584
0.0,0.0,4043.0,2013.0,13:20:50.306479
0.0,0.0,4058.0,2018.0,13:20:50.722693
0.0,0.0,4058.0,2024.0,13:20:51.124061
0.0,0.0,4043.0,2025.0,13:20:51.510156
0.0,0.0,4046.0,2017.0,13:20:51.911779
0.0,0.0,4054.0,2024.0,13:20:52.313630
0.0,0.0,4045.0,2015.0,13:20:52.714951
0.34,0.26,4050.0,2012.0,13:20:53.116333
0.2,0.22,4055.0,2015.0,13:20:53.517722
0.32,0.27,4041.0,2018.0,13:20:53.919352
0.4,0.38,4052.0,2023.0,13:20:54.320987
0.15,0.15,4049.0,2019.0,13:20:54.721993
0.0,0.0,4044.0,2007.0,13:20:55.138328
0.0,0.0,4053.0,2021.0,13:20:55.539102
0.0,0.0,4053.0,2019.0,13:20:55.940808
0.0,0.0,4049.0,2030.0,13:20:56.326703
0.0,0.0,4061.0,2016.0,13:20:56.728265
0.0,0.0,4053.0,2009.0,13:20:57.129609
0.0,0.0,4051.0,4063.0,13:20:57.531044
0.0,0.0,4050.0,4066.0,13:20:57.932408
0.0,0.0,4050.0,4061.0,13:20:58.333772
0.0,0.0,4048.0,4060.0,13:20:58.735170
0.0,0.0,4050.0,4071.0,13:20:59.136662
0.0,0.0,4057.0,4067.0,13:20:59.537779
0.0,0.0,4045.0,4062.0,13:20:59.939254
0.0,0.0,4043.0,4068.0,13:21:00.340257
0.0,0.0,4052.0,4058.0,13:21:00.757387
0.0,0.0,4057.0,4069.0,13:21:01.143429
0.0,0.0,4051.0,4055.0,13:21:01.560325
0.0,0.0,4057.0,4071.0,13:21:01.946312
0.0,0.0,4050.0,4064.0,13:21:02.347913
0.0,0.0,4043.0,4062.0,13:21:02.749388
0.0,0.0,4050.0,4058.0,13:21:03.150526
0.0,0.0,4057.0,4061.0,13:21:03.552031
0.0,0.0,4042.0,4060.0,13:21:03.953530
0.0,0.0,4047.0,4059.0,13:21:04.355108
0.0,0.0,4050.0,4060.0,13:21:04.771797
0.0,0.0,4052.0,4060.0,13:21:05.172716
0.0,0.0,4056.0,4058.0,13:21:05.573886
0.0,0.0,4051.0,4061.0,13:21:05.959379
0.0,0.0,4060.0,4058.0,13:21:06.360825
0.0,0.0,4058.0,4070.0,13:21:06.762304
0.0,0.49,4059.0,4056.0,13:21:07.164110
0.0,0.2,2017.0,4049.0,13:21:07.565417
0.21,0.0,4051.0,2017.0,13:21:07.966758
0.23,0.27,2023.0,4056.0,13:21:08.368287
0.15,0.15,4059.0,2022.0,13:21:08.769595
0.0,0.28,4041.0,4063.0,13:21:09.171536
0.0,0.16,4049.0,4076.0,13:21:09.573091
0.0,0.0,4051.0,4073.0,13:21:09.951935
0.0,0.0,4054.0,4065.0,13:21:10.374003
0.0,0.0,4049.0,4058.0,13:21:10.790852
0.0,0.0,4045.0,4062.0,13:21:11.191927
0.0,0.0,4051.0,4059.0,13:21:11.578077
0.0,0.0,4047.0,4067.0,13:21:11.979382
0.0,0.0,4056.0,4060.0,13:21:12.396615
0.0,0.0,4046.0,4068.0,13:21:12.782337
0.0,0.0,4056.0,4070.0,13:21:13.183430
0.0,0.0,4049.0,4064.0,13:21:13.584969
0.0,0.0,4049.0,4063.0,13:21:13.979212
0.0,0.0,4048.0,4061.0,13:21:14.354208
0.0,0.0,4047.0,4051.0,13:21:14.747000
0.0,0.0,4049.0,4054.0,13:21:15.127569
