скорость ПП колеса,скорость ПЛ колеса,скорость ЗП колеса,скорость ЗЛ колеса,заданный момент двигателя,реализованный момент двигателя,ток Фазной Обмотки,ток Обмотки Возбуждения,температура тягового двигателя,температура инвертора,скорость двигателя,мощность двигателя,положение рейки перед,ток рейки перед,температура рейки перед,положение рейки зад,ток рейки зад,температура рейки зад,напряжение ТАБ высокое ,ток батареи ТАБ,time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,23.75,0.0,0.0,-6.0,-30.0,0.0,53.0,0.0,2.0,357.7,0.0,12:59:27.964401
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,23.75,0.0,0.0,-6.0,-20.0,0.0,53.0,0.0,2.0,357.7,-1.1,12:59:28.327764
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,23.75,0.0,0.0,-6.0,-30.0,0.0,53.0,0.0,2.0,357.7,-1.1,12:59:28.684281
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,23.75,0.0,0.0,-6.0,-40.0,0.0,53.0,0.0,2.0,357.7,-1.0,12:59:29.035665
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,23.75,0.0,0.0,-6.0,-30.0,0.0,53.0,0.0,2.0,357.7,-1.0,12:59:29.561769
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,23.75,0.0,0.0,-6.0,30.0,0.0,53.0,0.0,2.0,357.7,-1.0,12:59:29.931296
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,23.75,0.0,0.0,-6.0,30.0,0.0,53.0,0.0,2.0,357.7,-1.0,12:59:30.463660
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,23.75,0.0,0.0,-6.0,110.0,0.0,53.0,0.0,2.0,357.7,-1.0,12:59:30.864697
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,23.75,0.0,0.0,-6.0,70.0,0.0,53.0,0.0,2.0,357.7,-1.0,12:59:31.219137
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,23.75,0.0,0.0,-6.0,0.0,0.0,53.0,0.0,2.0,357.7,-1.0,12:59:31.582335
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,23.75,0.0,0.0,-6.0,20.0,0.0,53.0,0.0,2.0,357.7,-1.0,12:59:31.968001
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,23.75,0.0,0.0,-6.0,0.0,0.0,53.0,0.0,2.0,357.7,-1.0,12:59:32.422569
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,23.75,0.0,0.0,-6.0,-30.0,0.0,53.0,0.0,2.0,357.7,-1.0,12:59:33.124613
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,23.75,0.0,0.0,-6.0,50.0,0.0,53.0,0.0,2.0,357.7,-1.0,12:59:33.525263
