скорость ПП колеса,скорость ПЛ колеса,АЦП датчика ПП колеса,АЦП датчика ПЛ колеса,time
1.73,1.71,4049.0,2017.0,14:47:22.232471
1.27,1.28,2015.0,4058.0,14:47:22.633441
0.89,0.89,4056.0,2010.0,14:47:23.037624
0.59,0.57,2012.0,4072.0,14:47:23.436247
0.3,0.27,4052.0,2010.0,14:47:23.837645
0.15,0.15,4046.0,2006.0,14:47:24.239105
0.0,0.0,4059.0,2005.0,14:47:24.661895
0.0,0.0,4067.0,2011.0,14:47:25.070353
0.0,0.0,4039.0,2012.0,14:47:25.462758
0.0,0.0,4057.0,2018.0,14:47:25.863191
0.0,0.0,4048.0,2022.0,14:47:26.249151
0.0,0.0,4052.0,2025.0,14:47:26.652159
0.0,0.0,4050.0,2015.0,14:47:27.049002
0.0,0.0,4050.0,2019.0,14:47:27.447885
0.0,0.0,4071.0,2013.0,14:47:27.845796
0.0,0.0,4052.0,2022.0,14:47:28.244395
0.0,0.0,4061.0,2033.0,14:47:28.636835
0.0,0.0,4073.0,2015.0,14:47:29.022799
0.0,0.0,4053.0,2010.0,14:47:29.408659
0.0,0.0,4057.0,2019.0,14:47:29.810204
0.0,0.0,4041.0,2014.0,14:47:30.211639
0.0,0.0,4059.0,2008.0,14:47:30.613253
0.0,0.0,4045.0,2017.0,14:47:31.014744
0.0,0.0,4052.0,2005.0,14:47:31.431207
0.0,0.0,4057.0,2018.0,14:47:31.832529
0.0,0.0,4050.0,2003.0,14:47:32.232507
0.0,0.0,4046.0,2015.0,14:47:32.634143
0.0,0.0,4057.0,2016.0,14:47:33.020157
0.0,0.0,4053.0,2019.0,14:47:33.421519
0.0,0.0,4067.0,2005.0,14:47:33.823088
0.0,0.0,4053.0,2015.0,14:47:34.224431
0.0,0.0,4056.0,2016.0,14:47:34.626268
0.0,0.0,4052.0,2027.0,14:47:35.027821
0.0,0.0,4050.0,2020.0,14:47:35.429073
0.0,0.0,4057.0,2018.0,14:47:35.830266
0.0,0.0,4059.0,2007.0,14:47:36.231838
0.0,0.0,4042.0,2025.0,14:47:36.632868
0.0,0.0,4043.0,2006.0,14:47:37.034455
0.0,0.0,4055.0,2010.0,14:47:37.436394
0.0,0.0,4053.0,2025.0,14:47:37.837729
0.0,0.0,4059.0,2016.0,14:47:38.238972
0.0,0.0,4063.0,2016.0,14:47:38.640360
0.0,0.0,4053.0,2025.0,14:47:39.041824
0.0,0.0,4058.0,2010.0,14:47:39.420422
0.0,0.0,4065.0,1999.0,14:47:39.821321
0.0,0.0,4054.0,2011.0,14:47:40.222418
0.0,0.0,4044.0,2010.0,14:47:40.623286
0.0,0.0,4045.0,2025.0,14:47:41.030121
0.0,0.0,4068.0,2012.0,14:47:41.428459
0.0,0.0,4050.0,2004.0,14:47:41.826163
0.0,0.0,4057.0,2024.0,14:47:42.218984
0.0,0.0,4061.0,2019.0,14:47:42.604636
0.0,0.0,4052.0,2011.0,14:47:42.990422
0.0,0.0,4051.0,2006.0,14:47:43.376459
0.0,0.0,4051.0,2019.0,14:47:43.777764
0.0,0.0,4058.0,2014.0,14:47:44.178767
0.0,0.0,4061.0,2013.0,14:47:44.580622
0.0,0.0,4054.0,2016.0,14:47:44.981929
0.0,0.0,4052.0,2013.0,14:47:45.398665
0.0,0.0,4046.0,2012.0,14:47:45.784384
0.0,0.0,4055.0,2017.0,14:47:46.194549
0.0,0.0,4057.0,2012.0,14:47:46.568649
0.0,0.0,4054.0,2012.0,14:47:46.950292
0.0,0.0,4060.0,2026.0,14:47:47.350293
