скорость ПП колеса,скорость ПЛ колеса,скорость ЗП колеса,скорость ЗЛ колеса,заданный момент двигателя,реализованный момент двигателя,ток Фазной Обмотки,ток Обмотки Возбуждения,температура тягового двигателя,температура инвертора,скорость двигателя,мощность двигателя,положение рейки перед,ток рейки перед,температура рейки перед,положение рейки зад,ток рейки зад,температура рейки зад,напряжение ТАБ высокое ,ток батареи ТАБ,time
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,27.5,0.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,356.5,-3.9,14:37:06.912015
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,27.5,0.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,356.5,-3.8,14:37:07.258123
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,27.5,0.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,356.5,-3.8,14:37:07.621318
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,27.5,0.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,356.5,-3.8,14:37:07.975261
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,27.5,0.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,356.5,-3.8,14:37:08.360534
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,27.5,0.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,356.5,-3.8,14:37:08.732905
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,27.5,0.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,356.5,-3.8,14:37:09.066124
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,27.5,0.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,356.5,-3.8,14:37:09.408323
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,27.5,0.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,356.5,-3.8,14:37:09.779389
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,27.5,0.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,356.5,-3.8,14:37:10.142473
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,27.5,0.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,356.5,-3.8,14:37:10.512217
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,27.5,0.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,356.5,-3.8,14:37:10.867003
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,27.5,0.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,356.5,-3.7,14:37:11.230628
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,27.5,0.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,356.5,-3.7,14:37:11.569482
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,27.5,0.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,356.5,-3.7,14:37:11.932562
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,27.5,0.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,356.5,-3.7,14:37:12.318462
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,27.5,0.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,356.5,-3.7,14:37:12.687645
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,27.5,0.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,356.5,-3.7,14:37:13.050836
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,27.5,0.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,356.5,-3.7,14:37:13.420631
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,27.5,0.0,0.0,2.0,0.0,13.0,0.0,0.0,13.0,356.5,-3.7,14:37:13.774836
