скорость ПП колеса,скорость ПЛ колеса,заданный момент двигателя,реализованный момент двигателя,ток Фазной Обмотки,ток Обмотки Возбуждения,температура тягового двигателя,температура инвертора,скорость двигателя,мощность двигателя,напряжение ТАБ высокое ,ток батареи ТАБ,time
0.66,0.37,15.0,15.62,25.39,5.08,43.75,35.0,75.18,0.0,350.5,-7.9,15:38:13.161292
0.42,0.48,0.0,0.0,0.0,1.78,43.75,35.0,190.23,0.0,350.5,-7.9,15:38:13.600316
0.43,0.38,1.0,0.78,5.08,1.65,43.75,35.0,118.69,0.0,350.5,-7.9,15:38:14.038051
0.15,0.15,2.0,1.56,5.08,2.2,43.75,35.0,24.15,0.0,350.5,-7.9,15:38:14.475923
0.0,0.0,3.0,2.34,5.08,3.29,43.75,35.0,17.4,0.0,350.5,-7.9,15:38:14.911007
0.0,0.0,4.0,3.12,5.08,3.29,45.0,35.0,16.48,0.0,350.5,-7.9,15:38:15.348029
0.0,0.0,4.0,3.91,10.16,3.29,45.0,35.0,41.77,0.0,350.5,-7.9,15:38:15.784164
0.0,0.0,5.0,4.69,15.23,3.84,43.75,35.0,40.2,0.0,350.5,-7.9,15:38:16.221966
0.0,0.0,6.0,5.47,15.23,3.84,43.75,35.0,40.24,0.0,350.8,-4.6,15:38:16.656800
0.0,0.0,6.0,5.47,15.23,3.84,45.0,35.0,37.42,0.0,350.8,-4.6,15:38:17.091136
0.0,0.0,7.0,6.25,15.23,4.94,45.0,35.0,37.35,0.0,350.8,-4.7,15:38:17.529034
0.0,0.0,8.0,7.81,20.31,4.94,45.0,35.0,3.99,0.0,350.8,-4.7,15:38:17.963795
0.0,0.0,8.0,7.81,20.31,4.94,45.0,35.0,0.03,0.0,350.8,-5.2,15:38:18.400852
0.0,0.0,9.0,8.59,20.31,4.94,45.0,35.0,0.0,0.0,350.8,-5.2,15:38:18.850408
0.0,0.0,10.0,9.38,25.39,5.49,43.75,35.0,0.0,0.0,350.8,-5.2,15:38:19.285169
0.0,0.0,10.0,9.38,25.39,5.49,43.75,35.0,0.0,0.0,350.8,-5.2,15:38:19.720109
0.0,0.0,11.0,10.16,25.39,5.49,43.75,35.0,0.0,0.0,350.8,-5.2,15:38:20.157676
0.0,0.0,12.0,10.94,25.39,5.49,43.75,35.0,0.0,0.0,350.8,-5.2,15:38:20.592662
0.0,0.0,12.0,11.72,30.47,6.59,43.75,35.0,0.0,0.0,350.8,-5.2,15:38:21.033027
0.0,0.0,13.0,12.5,30.47,6.59,43.75,35.0,0.0,0.0,350.8,-5.2,15:38:21.483173
0.0,0.0,19.0,18.75,45.7,8.78,43.75,35.0,0.0,0.0,350.8,-5.2,15:38:21.921267
0.0,0.0,23.0,21.09,50.78,10.02,43.75,35.0,0.0,0.0,350.5,-8.0,15:38:22.354868
0.0,0.0,27.0,26.56,66.02,12.08,43.75,35.0,0.0,0.0,350.5,-8.0,15:38:22.790015
0.0,0.0,31.0,30.47,76.17,13.31,43.75,35.0,0.0,0.0,350.5,-8.0,15:38:23.227552
0.0,0.0,37.0,35.94,91.41,16.47,43.75,35.0,0.0,0.0,350.5,-8.0,15:38:23.664208
0.0,0.0,42.0,41.41,101.56,18.12,43.75,35.0,90.39,0.01,350.5,-8.0,15:38:24.101005
2.17,2.26,30.0,33.59,60.94,13.18,43.75,35.0,336.6,0.02,348.8,-15.2,15:38:24.534917
3.0,2.92,16.0,15.62,30.47,6.59,43.75,35.0,549.86,0.01,348.8,-15.2,15:38:24.970734
3.39,3.17,14.0,14.84,25.39,5.49,43.75,35.0,628.19,0.01,349.9,-9.6,15:38:25.406182
3.55,3.43,12.06,12.5,25.39,5.49,43.75,35.0,685.04,0.01,349.9,-9.6,15:38:25.841532
3.66,3.63,11.0,10.16,20.31,5.08,43.75,35.0,710.79,0.01,349.9,-9.6,15:38:26.278555
3.7,3.74,10.0,10.16,20.31,4.94,43.75,35.0,734.69,0.01,349.9,-9.6,15:38:26.714248
3.77,3.72,8.0,8.59,15.23,4.94,43.75,35.0,734.69,0.01,349.9,-9.6,15:38:27.213132
3.31,3.25,3.0,1.56,5.08,1.65,43.75,35.0,653.27,0.0,349.9,-9.6,15:38:27.649298
3.0,2.94,4.0,3.91,10.16,3.29,45.0,35.0,574.73,0.0,349.9,-9.6,15:38:28.084545
2.58,2.74,6.0,4.69,10.16,3.29,45.0,35.0,551.56,0.0,350.6,-5.7,15:38:28.520452
2.66,2.68,8.0,7.81,15.23,3.84,45.0,35.0,523.95,0.01,350.6,-5.7,15:38:28.957986
2.65,2.68,9.09,8.59,15.23,3.84,45.0,35.0,526.97,0.01,350.6,-5.7,15:38:29.392599
2.7,2.62,11.0,10.16,20.31,3.84,45.0,35.0,530.51,0.01,350.6,-5.7,15:38:29.828704
2.92,2.82,11.0,10.16,20.31,4.94,45.0,35.0,566.08,0.01,350.6,-5.7,15:38:30.266478
2.91,2.95,12.0,11.72,20.31,5.08,45.0,35.0,584.14,0.01,350.6,-5.7,15:38:30.704727
3.1,3.16,12.0,11.72,20.31,5.08,45.0,35.0,604.16,0.01,350.6,-5.7,15:38:31.144457
3.4,3.4,12.0,11.72,20.31,5.08,45.0,35.0,657.69,0.01,350.6,-5.7,15:38:31.581603
3.52,3.52,12.0,11.72,20.31,5.08,45.0,35.0,691.01,0.01,350.6,-5.7,15:38:32.017743
3.64,3.58,12.0,11.72,20.31,5.08,45.0,35.0,719.16,0.01,350.6,-5.7,15:38:32.453750
3.67,3.78,13.0,12.5,25.39,5.08,45.0,35.0,732.38,0.01,350.6,-5.7,15:38:32.892284
3.96,3.91,12.0,12.5,25.39,5.49,45.0,35.0,775.86,0.01,350.6,-5.7,15:38:33.328663
4.17,4.13,12.0,11.72,25.39,5.08,45.0,35.0,823.56,0.01,350.6,-5.7,15:38:33.813214
4.38,4.29,11.0,11.72,20.31,5.49,45.0,35.0,857.53,0.01,350.6,-5.7,15:38:34.250198
4.51,4.49,11.0,10.16,20.31,4.94,45.0,35.0,884.92,0.01,349.9,-9.6,15:38:34.750154
4.57,4.53,11.0,10.16,20.31,3.84,45.0,35.0,900.26,0.01,349.9,-9.6,15:38:35.184701
4.63,4.61,11.0,10.16,20.31,4.94,45.0,35.0,903.56,0.01,349.9,-9.6,15:38:35.621485
4.72,4.65,11.0,10.16,20.31,4.94,45.0,35.0,926.77,0.01,349.9,-9.6,15:38:36.090656
4.75,4.78,10.0,9.38,20.31,3.84,45.0,35.0,944.08,0.01,349.9,-9.6,15:38:36.526063
4.85,4.85,10.0,9.38,20.31,4.94,45.0,35.0,960.35,0.01,349.9,-9.6,15:38:36.978444
4.83,4.85,10.0,9.38,20.31,4.94,45.0,35.0,974.26,0.01,349.9,-9.6,15:38:37.461485
4.88,5.06,9.0,8.59,15.23,4.94,45.0,35.0,975.06,0.01,349.9,-9.6,15:38:37.961130
5.09,5.08,9.0,8.59,15.23,3.84,45.0,35.0,975.06,0.01,349.9,-9.6,15:38:38.457720
5.09,5.07,8.0,8.59,15.23,3.84,45.0,35.0,1016.45,0.01,349.9,-9.6,15:38:38.973670
5.13,5.09,8.0,7.81,15.23,3.84,45.0,35.0,1013.17,0.01,349.9,-9.6,15:38:39.459683
5.2,5.19,7.0,6.25,15.23,3.84,45.0,35.0,1026.08,0.01,349.9,-9.6,15:38:39.894437
5.22,5.09,7.0,6.25,15.23,3.84,45.0,35.0,1019.0,0.01,349.9,-9.6,15:38:40.329673
5.13,5.12,7.0,6.25,15.23,3.84,45.0,35.0,1011.45,0.01,350.1,-8.1,15:38:40.766419
5.08,5.05,7.0,6.25,15.23,3.84,45.0,35.0,1005.67,0.01,350.1,-8.1,15:38:41.202300
4.93,4.98,7.0,6.25,15.23,3.84,45.0,35.0,990.5,0.01,350.1,-8.1,15:38:41.641608
4.96,5.05,7.0,6.25,15.23,3.43,45.0,35.0,992.06,0.01,350.1,-8.1,15:38:42.079843
4.95,4.97,7.0,6.25,15.23,3.84,45.0,35.0,980.81,0.01,350.1,-8.1,15:38:42.517587
4.88,4.89,7.0,6.25,15.23,3.84,45.0,35.0,975.58,0.01,350.1,-8.1,15:38:42.953578
4.93,4.89,7.0,6.25,15.23,3.43,45.0,35.0,956.71,0.01,350.2,-7.6,15:38:43.436376
4.79,4.77,7.0,6.25,15.23,3.84,45.0,35.0,949.39,0.01,350.2,-7.6,15:38:43.871806
4.85,4.77,8.0,7.81,15.23,3.84,45.0,35.0,956.2,0.01,350.2,-7.6,15:38:44.308093
4.86,4.77,7.0,7.81,15.23,3.84,45.0,35.0,941.34,0.01,350.2,-7.6,15:38:44.744617
4.76,4.88,7.0,6.25,15.23,3.84,45.0,35.0,946.13,0.01,350.2,-7.6,15:38:45.181227
4.78,4.85,7.0,6.25,15.23,3.84,45.0,35.0,956.72,0.01,350.2,-7.6,15:38:45.664694
4.77,4.77,7.36,6.25,15.23,3.84,45.0,35.0,942.38,0.01,350.2,-7.6,15:38:46.102645
4.73,4.8,7.0,6.25,15.23,3.43,45.0,35.0,953.74,0.01,350.1,-7.9,15:38:46.539895
4.72,4.9,7.0,6.25,15.23,3.84,45.0,35.0,948.09,0.01,350.1,-7.9,15:38:47.038173
4.68,4.78,7.0,6.25,15.23,3.84,45.0,35.0,949.71,0.01,350.1,-7.9,15:38:47.538818
4.89,4.77,7.0,6.25,15.23,3.84,46.25,35.0,943.27,0.01,350.1,-7.9,15:38:47.975581
4.77,4.86,7.0,6.25,15.23,3.84,46.25,35.0,948.85,0.01,350.1,-7.9,15:38:48.412216
4.87,4.83,7.0,6.25,15.23,3.84,46.25,35.0,956.01,0.01,350.1,-7.9,15:38:48.847686
4.79,4.8,7.0,6.25,15.23,3.84,46.25,35.0,953.38,0.01,350.1,-7.9,15:38:49.286353
4.79,4.95,7.0,6.25,15.23,3.84,46.25,35.0,956.19,0.01,350.1,-7.9,15:38:49.722471
4.24,4.39,-6.63,-3.12,15.23,3.29,45.0,35.0,760.15,-0.0,350.1,-7.9,15:38:50.191224
1.5,1.51,-4.0,-3.91,10.16,3.29,45.0,35.0,437.63,-0.0,350.1,-7.9,15:38:50.627594
0.16,0.16,0.0,-2.34,0.0,1.65,46.25,35.0,176.53,0.0,350.1,-7.9,15:38:51.064558
0.0,0.0,2.0,1.56,5.08,1.65,46.25,35.0,169.51,0.0,350.7,-4.6,15:38:51.501938
0.0,0.0,2.0,1.56,5.08,2.2,46.25,35.0,69.25,0.0,350.7,-4.6,15:38:51.951720
0.0,0.0,2.0,1.56,5.08,3.29,46.25,35.0,15.5,0.0,350.7,-4.6,15:38:52.386832
0.0,0.0,2.0,1.56,5.08,3.29,46.25,35.0,16.07,0.0,350.7,-4.6,15:38:52.821638
0.0,0.0,2.0,1.56,5.08,2.2,46.25,35.0,5.14,0.0,350.7,-4.6,15:38:53.257213
0.0,0.0,2.0,1.56,5.08,3.29,46.25,35.0,0.04,0.0,350.7,-4.6,15:38:53.694897
0.0,0.0,2.0,1.56,5.08,2.2,47.5,35.0,0.0,0.0,350.7,-4.6,15:38:54.131601
0.0,0.0,12.0,11.72,30.47,6.59,47.5,35.0,0.0,0.0,350.7,-4.6,15:38:54.568182
0.0,0.0,12.0,11.72,30.47,5.49,47.5,35.0,0.0,0.0,350.7,-4.6,15:38:55.017676
0.0,0.0,14.0,13.28,30.47,6.73,47.5,35.0,0.0,0.0,350.7,-4.6,15:38:55.500171
0.0,0.0,18.0,16.41,40.63,8.24,47.5,35.0,0.0,0.0,350.7,-4.6,15:38:55.934977
0.0,0.0,21.0,20.31,50.78,9.88,46.25,35.0,0.0,0.0,350.7,-4.6,15:38:56.371461
0.32,0.2,24.0,22.66,55.86,10.43,46.25,35.0,62.22,0.0,350.7,-4.6,15:38:56.835887
1.44,1.39,17.0,16.41,30.47,7.14,46.25,35.0,216.74,0.0,350.7,-4.6,15:38:57.271256
1.88,1.8,12.0,11.72,20.31,5.49,46.25,35.0,347.35,0.01,350.7,-4.6,15:38:57.753190
2.07,1.99,12.0,11.72,20.31,5.08,46.25,35.0,389.65,0.01,350.7,-4.6,15:38:58.190768
2.08,2.29,13.0,12.5,25.39,5.49,46.25,35.0,431.09,0.01,350.3,-7.3,15:38:58.626997
2.58,2.65,12.0,11.72,20.31,5.08,46.25,35.0,497.91,0.01,350.3,-7.3,15:38:59.064141
2.9,2.84,11.0,10.16,20.31,5.08,46.25,35.0,553.77,0.01,350.3,-7.3,15:38:59.501817
3.1,3.08,11.0,10.16,20.31,4.94,46.25,35.0,609.95,0.01,350.3,-7.3,15:38:59.937615
3.27,3.23,11.0,10.16,20.31,4.94,47.5,35.0,638.22,0.01,350.3,-7.3,15:39:00.375480
3.38,3.37,0.0,0.0,0.0,1.78,47.5,35.0,618.05,0.0,350.3,-7.3,15:39:00.855889
2.66,2.65,-2.0,-1.56,5.08,2.2,47.5,35.0,574.52,-0.0,350.3,-7.3,15:39:01.292391
2.14,2.13,0.0,0.0,0.0,0.14,47.5,35.0,485.22,0.0,350.3,-7.3,15:39:01.728023
1.68,1.65,1.0,0.0,5.08,1.65,47.5,35.0,357.84,0.0,350.3,-7.3,15:39:02.166141
1.35,1.35,7.0,6.25,10.16,3.29,47.5,35.0,320.13,0.0,350.3,-7.3,15:39:02.603621
1.32,1.22,9.0,8.59,15.23,4.94,47.5,35.0,260.31,0.0,350.3,-7.3,15:39:03.038705
1.42,1.37,10.0,9.38,15.23,3.84,47.5,35.0,273.52,0.0,350.3,-7.3,15:39:03.476031
1.49,1.53,10.66,9.38,20.31,3.84,47.5,35.0,295.69,0.0,350.3,-7.3,15:39:03.960038
1.71,1.7,12.0,10.94,20.31,4.94,46.25,35.0,327.43,0.0,350.3,-7.3,15:39:04.395914
1.89,1.86,13.0,11.72,20.31,5.08,46.25,35.0,355.2,0.01,350.3,-7.3,15:39:04.832414
2.13,2.12,13.0,12.5,25.39,5.49,46.25,35.0,399.53,0.01,350.3,-7.3,15:39:05.271299
2.43,2.52,13.0,12.5,25.39,5.49,46.25,35.0,466.84,0.01,350.3,-7.3,15:39:05.704989
2.71,2.78,12.0,11.72,20.31,5.08,46.25,35.0,532.26,0.01,350.3,-7.3,15:39:06.139600
2.93,2.91,11.0,10.16,20.31,4.94,46.25,35.0,572.24,0.01,350.2,-7.7,15:39:06.576507
3.1,3.14,12.0,11.72,20.31,4.94,46.25,35.0,612.3,0.01,350.2,-7.7,15:39:07.014284
3.35,3.35,12.0,11.72,20.31,5.08,47.5,35.0,657.73,0.01,350.2,-7.7,15:39:07.455709
3.51,3.65,11.0,10.16,20.31,4.94,47.5,35.0,697.53,0.01,350.2,-8.5,15:39:07.897527
3.72,3.7,11.0,10.16,20.31,4.94,47.5,35.0,728.92,0.01,350.2,-8.5,15:39:08.324618
3.9,3.83,11.0,10.16,20.31,4.94,47.5,35.0,753.74,0.01,350.2,-8.5,15:39:08.760737
4.01,4.0,11.0,10.16,20.31,4.94,47.5,35.0,788.96,0.01,350.2,-8.5,15:39:09.203276
4.19,4.13,11.0,10.16,20.31,4.94,47.5,35.0,818.66,0.01,350.2,-8.5,15:39:09.640786
4.29,4.46,11.0,10.16,20.31,4.94,47.5,35.0,855.02,0.01,350.2,-8.5,15:39:10.082783
4.47,4.53,10.0,9.38,20.31,4.94,47.5,35.0,892.37,0.01,350.0,-8.5,15:39:10.503900
4.58,4.59,10.0,9.38,20.31,4.94,47.5,35.0,907.33,0.01,350.0,-8.5,15:39:10.974444
4.71,4.84,9.75,8.59,15.23,3.84,47.5,35.0,934.18,0.01,350.0,-8.5,15:39:11.414433
4.81,4.89,9.0,8.59,15.23,3.84,47.5,35.0,957.04,0.01,350.0,-8.5,15:39:11.852928
5.06,4.94,9.0,7.81,15.23,4.94,47.5,35.0,978.78,0.01,350.0,-8.5,15:39:12.336469
5.02,5.09,8.0,7.81,15.23,3.84,47.5,35.0,998.13,0.01,350.0,-8.5,15:39:12.771960
5.08,5.12,7.0,6.25,15.23,3.84,47.5,35.0,1004.48,0.01,350.0,-8.5,15:39:13.209896
5.12,5.12,7.0,6.25,15.23,3.84,47.5,35.0,1019.08,0.01,350.0,-8.5,15:39:13.689922
5.09,5.26,7.0,6.25,15.23,3.43,47.5,35.0,1015.62,0.01,350.0,-8.5,15:39:14.173204
5.09,5.13,6.0,5.47,10.16,3.43,47.5,35.0,1010.62,0.01,350.0,-8.5,15:39:14.722138
5.14,5.02,6.0,5.47,10.16,3.43,47.5,35.0,1008.13,0.01,350.0,-8.5,15:39:15.161649
5.05,5.05,6.0,5.47,10.16,3.43,47.5,35.0,1002.55,0.01,350.0,-8.5,15:39:15.598985
5.05,5.1,6.0,5.47,10.16,3.43,47.5,35.0,1009.72,0.01,350.0,-8.5,15:39:16.038650
5.08,5.06,6.0,5.47,10.16,3.43,47.5,35.0,1011.78,0.01,350.0,-7.0,15:39:16.474549
4.92,4.84,6.0,5.47,10.16,3.43,47.5,35.0,976.68,0.01,350.2,-7.0,15:39:16.908469
4.8,4.83,6.15,6.25,10.16,3.43,47.5,35.0,955.22,0.01,350.2,-7.0,15:39:17.378830
4.78,4.83,6.0,5.47,10.16,3.43,47.5,35.0,954.33,0.01,350.2,-7.0,15:39:17.813182
4.89,4.98,6.0,5.47,10.16,3.43,47.5,35.0,971.73,0.01,350.2,-7.0,15:39:18.249266
5.05,5.04,6.0,5.47,10.16,3.43,47.5,35.0,996.35,0.01,350.2,-7.0,15:39:18.684679
5.01,5.03,5.0,4.69,10.16,3.29,47.5,35.0,993.11,0.01,350.2,-7.0,15:39:19.122202
4.91,4.84,6.0,5.47,10.16,3.29,47.5,35.0,977.44,0.01,350.3,-7.3,15:39:19.560724
4.84,4.91,6.0,5.47,10.16,3.43,47.5,35.0,968.39,0.01,350.3,-7.3,15:39:19.996369
4.97,4.97,6.0,4.69,10.16,3.29,47.5,35.0,976.76,0.01,350.3,-7.3,15:39:20.435622
4.83,4.86,5.0,4.69,10.16,2.61,47.5,35.0,982.19,0.01,350.3,-6.9,15:39:20.874269
4.83,4.91,6.0,5.47,10.16,3.29,48.75,35.0,964.0,0.01,350.3,-6.9,15:39:21.308620
4.8,4.97,5.0,4.69,10.16,3.29,48.75,35.0,956.21,0.01,350.3,-6.9,15:39:21.743718
4.73,4.8,6.0,5.47,10.16,3.29,48.75,35.0,948.24,0.01,350.3,-6.9,15:39:22.194207
4.72,4.8,6.0,5.47,10.16,3.43,48.75,35.0,929.56,0.01,350.3,-7.0,15:39:22.677169
4.67,4.79,6.0,6.25,10.16,3.43,47.5,35.0,919.31,0.01,350.3,-7.0,15:39:23.112437
4.61,4.51,7.0,6.25,15.23,3.43,47.5,35.0,916.96,0.01,350.3,-7.0,15:39:23.554608
4.55,4.57,7.0,6.25,15.23,3.43,47.5,35.0,905.19,0.01,350.3,-7.0,15:39:23.988874
4.59,4.61,7.0,6.25,15.23,3.43,47.5,35.0,899.37,0.01,350.3,-7.0,15:39:24.424778
4.5,4.54,7.0,6.25,15.23,3.84,47.5,35.0,899.88,0.01,350.3,-7.0,15:39:24.860617
4.47,4.49,8.0,7.81,15.23,3.84,47.5,35.0,891.86,0.01,350.3,-7.0,15:39:25.298223
4.53,4.59,8.0,7.81,15.23,3.84,47.5,35.0,900.82,0.01,350.3,-7.0,15:39:25.736683
4.62,4.65,7.99,7.03,15.23,3.84,47.5,35.0,907.69,0.01,350.3,-7.0,15:39:26.171901
4.59,4.64,7.0,6.25,15.23,3.43,47.5,35.0,915.92,0.01,350.2,-7.7,15:39:26.608840
4.67,4.6,7.0,6.25,15.23,3.84,47.5,35.0,939.87,0.01,350.2,-7.7,15:39:27.059571
4.49,4.61,7.09,6.25,15.23,3.84,47.5,35.0,919.99,0.01,350.2,-7.7,15:39:27.496961
4.49,4.53,8.0,7.81,15.23,3.84,47.5,35.0,890.53,0.01,350.2,-7.7,15:39:27.977017
4.4,4.47,9.0,8.59,15.23,3.84,47.5,35.0,886.68,0.01,350.2,-7.7,15:39:28.459906
4.55,4.6,9.0,8.59,15.23,3.84,47.5,35.0,894.54,0.01,350.1,-8.4,15:39:28.962181
4.71,4.69,8.0,7.81,15.23,3.84,47.5,35.0,922.35,0.01,350.1,-8.4,15:39:29.443777
4.54,4.58,8.0,7.81,15.23,3.84,47.5,35.0,909.79,0.01,350.1,-7.9,15:39:29.877045
4.44,4.51,9.0,8.59,15.23,3.84,48.75,35.0,892.98,0.01,350.1,-7.9,15:39:30.313204
4.47,4.5,9.0,8.59,15.23,4.94,48.75,35.0,892.98,0.01,350.1,-7.9,15:39:30.780512
4.43,4.43,10.0,9.38,20.31,4.94,48.75,35.0,874.94,0.01,350.1,-7.9,15:39:31.217408
4.42,4.43,10.0,9.38,20.31,4.94,48.75,35.0,880.66,0.01,350.1,-7.9,15:39:31.653953
4.53,4.52,10.0,9.38,20.31,4.94,48.75,35.0,882.01,0.01,350.1,-7.9,15:39:32.093310
4.5,4.63,10.0,9.38,20.31,4.94,48.75,35.0,888.42,0.01,350.0,-9.0,15:39:32.529148
4.48,4.52,10.0,9.38,20.31,3.84,48.75,35.0,900.32,0.01,350.0,-9.0,15:39:32.968534
4.61,4.51,10.0,9.38,20.31,3.84,47.5,35.0,901.71,0.01,350.0,-9.0,15:39:33.403717
4.66,4.71,10.0,9.38,20.31,4.94,47.5,35.0,917.47,0.01,350.0,-9.0,15:39:33.840390
4.79,5.03,9.0,8.59,15.23,3.84,47.5,35.0,952.53,0.01,350.0,-9.0,15:39:34.276909
5.0,4.96,9.0,8.59,15.23,4.94,47.5,35.0,986.35,0.01,350.0,-9.0,15:39:34.711187
4.96,4.92,8.0,7.81,15.23,3.84,47.5,35.0,974.33,0.01,350.0,-9.0,15:39:35.145644
4.76,4.76,9.0,8.59,15.23,3.84,47.5,35.0,954.18,0.01,350.0,-9.0,15:39:35.580202
4.82,4.86,9.0,8.59,15.23,4.94,47.5,35.0,958.35,0.01,350.0,-9.0,15:39:36.014680
5.04,5.0,8.0,7.81,15.23,3.84,47.5,35.0,979.49,0.01,350.0,-9.0,15:39:36.448981
5.14,5.2,7.0,6.25,15.23,3.84,47.5,35.0,1016.4,0.01,350.0,-8.1,15:39:36.885578
5.06,5.1,7.0,6.25,15.23,3.43,48.75,35.0,1009.45,0.01,350.0,-8.1,15:39:37.323644
5.02,5.04,7.0,6.25,15.23,3.84,48.75,35.0,1003.56,0.01,350.1,-7.9,15:39:37.761844
4.85,4.96,7.27,6.25,15.23,3.43,48.75,35.0,980.9,0.01,350.1,-7.9,15:39:38.196252
4.85,4.88,8.0,6.25,15.23,3.84,48.75,35.0,960.45,0.01,350.1,-7.9,15:39:38.634816
4.81,4.9,8.0,7.81,15.23,4.94,48.75,35.0,966.96,0.01,350.1,-7.9,15:39:39.070221
4.97,5.0,7.0,6.25,15.23,3.84,48.75,35.0,970.65,0.01,350.1,-7.9,15:39:39.506982
5.13,5.07,7.0,6.25,15.23,3.43,48.75,35.0,1006.27,0.01,350.1,-7.9,15:39:39.973357
5.1,4.89,6.0,5.47,10.16,3.43,48.75,35.0,1006.27,0.01,350.1,-7.9,15:39:40.454838
4.97,4.91,0.0,0.0,0.0,1.78,48.75,35.0,986.33,0.0,350.1,-7.9,15:39:40.892103
4.46,4.65,-2.0,-2.34,5.08,1.78,48.75,35.0,898.85,-0.0,350.1,-7.9,15:39:41.328211
4.09,4.04,-1.0,-0.78,5.08,2.2,48.75,35.0,830.47,-0.0,350.8,-3.3,15:39:41.765284
3.81,3.72,3.0,2.34,5.08,1.65,48.75,35.0,775.52,0.0,350.8,-3.3,15:39:42.202284
3.85,3.6,4.0,3.91,10.16,3.29,48.75,35.0,718.35,0.0,350.8,-3.3,15:39:42.638217
3.8,3.63,5.0,4.69,10.16,3.29,48.75,35.0,733.28,0.0,350.8,-3.3,15:39:43.073229
3.9,3.8,5.0,4.69,10.16,3.29,48.75,35.0,768.36,0.0,350.8,-3.3,15:39:43.510827
3.83,3.55,6.0,5.47,10.16,3.29,48.75,35.0,737.34,0.01,350.4,-6.6,15:39:43.947313
3.76,3.52,7.0,6.25,15.23,3.84,48.75,35.0,737.34,0.01,350.4,-6.6,15:39:44.445637
3.85,3.64,4.0,3.91,10.16,3.43,48.75,35.0,734.25,0.0,350.4,-6.6,15:39:44.882152
3.57,3.42,4.84,3.91,10.16,2.2,48.75,35.0,703.35,0.0,350.4,-6.6,15:39:45.316326
3.65,3.42,5.0,4.69,10.16,3.29,48.75,35.0,696.84,0.0,350.4,-6.6,15:39:45.753456
3.55,3.41,9.0,8.59,15.23,4.94,48.75,35.0,703.97,0.01,350.4,-6.6,15:39:46.191048
3.98,3.64,9.0,8.59,15.23,4.94,48.75,35.0,732.66,0.01,350.4,-6.6,15:39:46.626935
3.77,3.73,10.0,9.38,20.31,3.84,48.75,35.0,747.56,0.01,350.4,-6.6,15:39:47.062898
3.94,3.86,6.0,9.38,20.31,3.84,48.75,35.0,756.1,0.01,350.4,-6.6,15:39:47.499239
3.89,3.77,8.91,6.25,10.16,3.84,48.75,35.0,758.48,0.01,350.4,-6.6,15:39:47.935904
4.0,3.84,10.0,9.38,20.31,3.84,48.75,35.0,771.4,0.01,350.4,-6.6,15:39:48.417644
4.01,3.93,10.0,9.38,20.31,4.94,48.75,35.0,779.9,0.01,350.4,-6.6,15:39:48.839702
4.07,4.23,10.0,9.38,20.31,4.94,48.75,35.0,805.21,0.01,350.4,-6.6,15:39:49.289897
4.18,4.22,10.0,9.38,20.31,4.94,48.75,35.0,828.44,0.01,350.4,-6.6,15:39:49.729283
4.31,4.45,10.0,9.38,20.31,4.94,48.75,35.0,868.77,0.01,350.4,-6.6,15:39:50.164562
4.57,4.65,9.0,9.38,15.23,3.84,48.75,35.0,893.05,0.01,350.4,-6.6,15:39:50.603651
4.5,4.67,9.0,8.59,15.23,3.84,48.75,35.0,907.75,0.01,350.4,-6.6,15:39:51.055157
4.49,4.62,10.0,9.38,20.31,4.94,48.75,35.0,908.81,0.01,350.4,-6.6,15:39:51.491168
4.47,4.79,9.0,8.59,15.23,3.84,48.75,35.0,909.92,0.01,350.4,-6.6,15:39:51.929639
4.41,4.69,10.0,8.59,20.31,4.94,47.5,35.0,900.17,0.01,350.4,-6.6,15:39:52.382125
4.4,4.72,10.0,9.38,20.31,4.94,47.5,35.0,902.76,0.01,350.4,-9.0,15:39:52.849141
4.32,4.54,10.0,9.38,20.31,4.94,47.5,35.0,902.76,0.01,350.0,-9.0,15:39:53.345947
4.17,4.54,11.0,10.16,20.31,4.94,47.5,35.0,850.71,0.01,350.0,-9.1,15:39:53.846367
4.12,4.33,12.0,11.72,20.31,5.08,48.75,35.0,845.74,0.01,350.0,-9.1,15:39:54.280973
4.07,4.22,12.0,11.72,20.31,5.08,48.75,35.0,832.42,0.01,349.8,-9.9,15:39:54.717262
4.15,4.16,13.0,12.5,25.39,5.49,47.5,35.0,817.83,0.01,349.8,-9.9,15:39:55.155054
4.16,4.18,13.0,12.5,25.39,5.08,47.5,35.0,825.33,0.01,349.8,-9.9,15:39:55.638615
4.15,4.27,14.0,13.28,25.39,5.49,47.5,35.0,840.64,0.01,349.8,-9.9,15:39:56.076786
4.46,4.44,13.0,12.5,25.39,5.49,47.5,35.0,877.83,0.01,349.8,-9.9,15:39:56.515616
4.45,4.7,13.0,12.5,25.39,5.49,47.5,35.0,909.26,0.01,349.7,-10.3,15:39:56.949414
4.62,4.74,12.0,11.72,20.31,5.08,47.5,35.0,923.53,0.01,349.7,-10.3,15:39:57.385091
4.62,4.84,12.0,11.72,20.31,5.08,47.5,35.0,942.68,0.01,349.7,-10.3,15:39:57.820584
4.79,4.81,12.0,11.72,20.31,5.08,47.5,35.0,950.39,0.01,349.7,-10.3,15:39:58.257684
4.88,5.06,11.0,10.94,20.31,5.08,47.5,35.0,963.74,0.01,349.7,-10.3,15:39:58.693624
