скорость ПП колеса,скорость ПЛ колеса,заданный момент двигателя,реализованный момент двигателя,ток Фазной Обмотки,ток Обмотки Возбуждения,температура тягового двигателя,температура инвертора,скорость двигателя,мощность двигателя,напряжение ТАБ высокое ,ток батареи ТАБ,time
3.96,3.97,7.0,6.25,15.23,3.84,42.5,33.75,781.33,0.01,351.6,-4.7,15:33:36.008541
3.93,3.98,8.0,6.25,15.23,3.84,41.25,33.75,792.04,0.01,351.6,-4.7,15:33:36.447658
4.03,4.04,7.0,6.25,15.23,3.43,41.25,33.75,805.88,0.01,351.5,-5.4,15:33:36.886021
4.13,4.08,8.0,6.25,15.23,3.84,42.5,33.75,817.27,0.01,351.5,-5.4,15:33:37.324524
4.18,4.21,7.87,7.03,15.23,3.84,42.5,33.75,834.37,0.01,351.5,-5.4,15:33:37.761121
4.31,4.23,7.0,6.25,15.23,3.43,42.5,33.75,835.09,0.01,351.5,-5.2,15:33:38.198436
4.29,4.31,7.0,6.25,15.23,3.43,42.5,33.75,857.72,0.01,351.5,-5.2,15:33:38.679898
4.35,4.44,7.0,6.25,15.23,3.84,42.5,33.75,866.92,0.01,351.5,-5.3,15:33:39.118233
4.34,4.37,6.72,6.25,10.16,3.43,42.5,33.75,869.94,0.01,351.5,-5.3,15:33:39.567998
4.45,4.42,6.0,5.47,10.16,3.43,42.5,33.75,874.48,0.01,351.5,-5.3,15:33:40.004212
4.4,4.44,6.0,4.69,10.16,3.43,42.5,33.75,875.28,0.01,351.5,-5.3,15:33:40.440941
4.38,4.42,6.0,5.47,10.16,3.29,42.5,33.75,875.42,0.01,351.6,-4.6,15:33:40.876747
4.28,4.3,6.0,4.69,10.16,3.29,42.5,33.75,859.28,0.0,351.6,-4.6,15:33:41.327807
4.3,4.27,5.0,4.69,10.16,3.29,42.5,33.75,840.7,0.0,351.6,-4.6,15:33:41.811066
4.1,4.1,5.0,3.91,10.16,3.29,42.5,33.75,820.63,0.0,351.6,-4.6,15:33:42.250587
3.98,4.02,5.0,4.69,10.16,3.29,42.5,33.75,802.97,0.0,351.6,-4.6,15:33:42.735865
3.95,3.86,5.0,4.69,10.16,3.29,42.5,33.75,778.47,0.0,351.6,-4.6,15:33:43.172055
3.64,3.72,5.0,4.69,10.16,3.29,42.5,33.75,757.83,0.0,351.6,-4.6,15:33:43.604881
3.75,3.69,6.0,4.69,10.16,3.29,42.5,33.75,738.86,0.01,351.6,-4.6,15:33:44.041459
3.63,3.68,6.0,5.47,10.16,3.29,42.5,33.75,720.32,0.0,351.6,-4.6,15:33:44.478580
3.63,3.51,6.0,5.47,10.16,3.43,42.5,33.75,699.76,0.0,351.6,-4.6,15:33:44.961485
3.51,3.49,6.51,5.47,10.16,3.43,42.5,33.75,697.9,0.0,351.6,-4.6,15:33:45.400314
3.51,3.61,6.0,6.25,15.23,3.43,42.5,33.75,698.53,0.0,351.6,-4.6,15:33:45.842839
3.55,3.59,6.0,5.47,10.16,3.43,42.5,33.75,698.54,0.0,351.6,-4.6,15:33:46.264154
3.5,3.45,6.0,5.47,10.16,3.29,42.5,33.75,691.24,0.0,351.6,-4.6,15:33:46.699101
3.43,3.31,6.0,5.47,10.16,3.29,42.5,33.75,671.61,0.0,351.6,-4.6,15:33:47.135735
3.3,3.32,6.0,5.47,10.16,3.43,42.5,33.75,671.61,0.0,351.6,-4.6,15:33:47.680984
3.26,3.29,6.0,5.47,10.16,3.43,42.5,35.0,650.13,0.0,351.6,-4.0,15:33:48.116992
3.27,3.25,5.6,5.47,10.16,3.29,42.5,35.0,650.15,0.0,351.6,-4.0,15:33:48.601509
3.22,3.28,6.0,5.47,10.16,3.43,42.5,35.0,644.82,0.0,351.6,-4.0,15:33:49.034987
3.29,3.21,6.0,5.47,10.16,3.29,42.5,33.75,642.24,0.0,351.6,-4.0,15:33:49.471855
3.13,3.23,5.0,5.47,10.16,3.29,42.5,33.75,640.79,0.0,351.6,-4.0,15:33:49.910392
3.18,3.21,5.0,5.47,10.16,3.29,42.5,33.75,630.58,0.0,351.6,-4.0,15:33:50.376811
3.18,3.18,6.0,5.47,10.16,3.43,42.5,33.75,614.36,0.0,351.6,-4.0,15:33:50.874538
3.04,3.06,7.0,6.25,15.23,3.43,41.25,33.75,605.47,0.0,351.6,-4.0,15:33:51.311543
2.96,2.99,7.0,5.47,10.16,3.43,41.25,33.75,596.04,0.0,351.6,-4.0,15:33:51.748245
3.11,3.02,6.0,5.47,10.16,3.43,42.5,33.75,590.29,0.0,351.6,-4.0,15:33:52.181509
3.03,3.0,5.0,4.69,10.16,3.29,42.5,33.75,599.81,0.0,351.6,-4.0,15:33:52.616999
2.99,3.09,6.0,4.69,10.16,3.29,42.5,33.75,594.62,0.0,351.6,-4.0,15:33:53.055045
2.88,2.89,5.24,4.69,10.16,3.29,42.5,33.75,578.89,0.0,351.6,-4.0,15:33:53.493675
2.86,2.87,6.0,5.47,10.16,3.43,42.5,33.75,569.95,0.0,351.6,-4.0,15:33:53.928799
2.86,2.78,6.0,5.47,10.16,3.43,42.5,33.75,562.49,0.0,351.6,-4.0,15:33:54.363102
2.72,2.68,6.0,5.47,10.16,2.61,42.5,33.75,546.99,0.0,351.7,-3.5,15:33:54.799592
2.64,2.64,5.0,4.69,10.16,3.29,42.5,35.0,548.21,0.0,351.7,-3.5,15:33:55.237104
2.63,2.68,5.0,4.69,10.16,3.29,42.5,35.0,516.9,0.0,351.7,-3.5,15:33:55.671719
2.55,2.56,5.0,4.69,10.16,3.29,42.5,35.0,517.45,0.0,351.7,-3.7,15:33:56.108137
2.56,2.55,5.0,4.69,10.16,3.29,42.5,35.0,496.61,0.0,351.7,-3.7,15:33:56.544215
2.54,2.46,6.0,5.47,10.16,3.43,42.5,35.0,494.69,0.0,351.7,-3.7,15:33:56.980787
2.56,2.49,8.0,6.25,15.23,3.43,42.5,35.0,487.81,0.0,351.7,-3.7,15:33:57.430513
2.59,2.69,8.0,7.81,15.23,3.84,42.5,35.0,510.8,0.01,351.7,-3.7,15:33:57.881312
2.68,2.79,7.0,7.81,15.23,3.84,42.5,35.0,524.28,0.01,351.7,-3.7,15:33:58.319053
2.74,2.78,7.0,6.25,15.23,3.43,42.5,35.0,538.39,0.0,351.7,-3.7,15:33:58.756282
2.77,2.77,7.0,6.25,15.23,3.43,42.5,35.0,539.65,0.0,351.7,-3.7,15:33:59.254735
2.85,2.8,7.0,6.25,15.23,3.84,42.5,35.0,559.27,0.0,351.7,-3.7,15:33:59.691320
3.06,3.14,6.0,5.47,10.16,3.43,42.5,35.0,586.53,0.0,351.7,-3.7,15:34:00.128912
3.15,3.14,5.0,4.69,10.16,3.29,42.5,35.0,621.68,0.0,351.7,-3.7,15:34:00.717495
2.98,3.02,5.0,4.69,10.16,3.29,42.5,35.0,609.19,0.0,351.7,-3.7,15:34:01.154536
2.99,2.96,5.0,4.69,10.16,3.29,42.5,35.0,579.77,0.0,351.7,-3.7,15:34:01.591947
3.06,2.99,5.0,4.69,10.16,3.29,42.5,35.0,604.64,0.0,351.7,-3.7,15:34:02.031684
2.81,2.93,5.0,4.69,10.16,3.29,42.5,35.0,588.34,0.0,351.7,-3.7,15:34:02.529922
2.8,2.8,5.0,4.69,10.16,3.29,42.5,35.0,572.41,0.0,351.7,-3.7,15:34:02.965699
2.81,2.84,5.0,4.69,10.16,3.29,42.5,35.0,561.32,0.0,351.7,-3.7,15:34:03.404268
2.95,2.91,5.0,4.69,10.16,3.29,42.5,35.0,574.21,0.0,351.7,-3.4,15:34:03.873024
2.87,2.8,5.0,4.69,10.16,3.29,42.5,35.0,562.31,0.0,351.7,-3.4,15:34:04.295264
2.85,2.81,6.0,4.69,10.16,3.29,42.5,35.0,559.45,0.0,351.7,-3.4,15:34:04.763584
2.79,2.74,6.0,5.47,10.16,3.43,42.5,35.0,550.04,0.0,351.7,-3.8,15:34:05.245839
2.98,3.04,6.0,5.47,10.16,3.43,42.5,35.0,576.65,0.0,351.7,-3.8,15:34:05.682414
2.94,2.9,8.0,8.59,15.23,3.84,42.5,33.75,588.2,0.01,351.7,-3.8,15:34:06.120558
3.04,2.9,10.0,9.38,15.23,3.84,42.5,33.75,598.74,0.01,351.7,-3.8,15:34:06.587596
3.13,3.15,10.0,9.38,20.31,4.94,42.5,33.75,617.14,0.01,351.7,-3.8,15:34:07.027878
3.28,3.21,9.0,8.59,15.23,4.94,42.5,35.0,644.29,0.01,351.7,-3.8,15:34:07.472986
3.43,3.41,9.78,7.81,15.23,4.94,42.5,35.0,670.61,0.01,351.7,-3.8,15:34:07.916465
3.55,3.63,9.0,8.59,15.23,3.84,42.5,35.0,698.42,0.01,351.7,-3.8,15:34:08.354540
3.64,3.67,10.0,9.38,20.31,3.84,42.5,35.0,719.66,0.01,351.7,-3.8,15:34:08.788557
3.92,3.67,10.0,9.38,20.31,4.94,42.5,35.0,760.56,0.01,351.4,-5.8,15:34:09.256749
4.04,3.96,9.0,7.81,15.23,3.84,42.5,35.0,778.81,0.01,351.4,-5.8,15:34:09.694731
4.18,3.96,9.0,8.59,15.23,3.84,41.25,35.0,805.02,0.01,351.4,-5.8,15:34:10.127785
4.26,4.03,9.0,7.81,15.23,4.94,41.25,35.0,818.48,0.01,351.4,-5.8,15:34:10.566016
4.32,4.07,10.0,9.38,20.31,4.94,41.25,35.0,835.46,0.01,351.4,-5.2,15:34:11.033181
4.54,4.22,10.0,9.38,20.31,3.84,41.25,35.0,854.95,0.01,351.3,-5.2,15:34:11.533729
4.66,4.34,8.0,7.81,15.23,3.84,41.25,35.0,882.2,0.01,351.3,-5.2,15:34:11.967834
4.63,4.36,8.0,7.81,15.23,3.84,41.25,35.0,888.85,0.01,351.3,-5.2,15:34:12.452332
4.86,4.37,7.0,6.25,15.23,3.43,41.25,35.0,908.5,0.01,351.3,-5.2,15:34:12.892345
4.85,4.22,6.0,6.25,15.23,3.43,42.5,35.0,897.51,0.01,351.3,-5.2,15:34:13.340497
4.78,4.16,7.0,6.25,10.16,3.84,42.5,35.0,887.15,0.01,351.3,-5.2,15:34:13.777002
4.52,4.06,8.0,7.81,15.23,4.94,42.5,35.0,866.94,0.01,351.4,-5.2,15:34:14.246511
4.61,4.01,9.0,7.81,15.23,3.84,42.5,35.0,859.3,0.01,351.4,-5.2,15:34:14.682759
4.64,4.28,9.0,8.59,15.23,4.94,42.5,35.0,886.85,0.01,351.4,-5.2,15:34:15.119010
4.92,4.31,8.0,7.81,15.23,4.94,42.5,35.0,893.22,0.01,351.4,-5.2,15:34:15.555734
4.96,4.42,8.0,7.81,15.23,3.84,42.5,35.0,929.88,0.01,351.2,-5.8,15:34:15.993093
4.92,4.47,8.0,7.81,15.23,3.84,42.5,35.0,926.59,0.01,351.2,-5.8,15:34:16.428795
5.2,4.71,7.0,6.25,15.23,3.84,42.5,35.0,949.23,0.01,351.2,-5.8,15:34:16.867344
5.21,4.62,7.0,6.25,10.16,3.43,42.5,35.0,971.37,0.01,351.2,-5.8,15:34:17.302292
5.21,4.75,7.0,6.25,15.23,3.84,42.5,35.0,990.55,0.01,351.2,-5.8,15:34:17.771715
5.24,4.46,4.0,4.69,10.16,3.43,41.25,35.0,964.97,0.01,351.3,-5.5,15:34:18.207996
4.96,4.41,7.0,6.25,15.23,3.43,41.25,35.0,937.32,0.01,351.3,-5.5,15:34:18.644082
4.92,4.39,8.0,7.81,15.23,3.84,42.5,35.0,937.51,0.01,351.3,-5.1,15:34:19.079460
4.82,4.33,8.0,7.81,15.23,3.84,42.5,35.0,906.53,0.01,351.3,-5.1,15:34:19.516480
4.68,4.3,8.0,7.81,15.23,3.84,42.5,35.0,905.24,0.01,351.2,-5.6,15:34:19.952404
4.78,4.36,8.0,8.59,15.23,3.84,43.75,35.0,906.65,0.01,351.2,-5.6,15:34:20.448158
4.78,4.26,9.0,8.59,15.23,3.84,43.75,35.0,901.19,0.01,351.2,-6.2,15:34:20.883993
4.89,4.27,8.0,7.81,15.23,3.84,43.75,35.0,902.92,0.01,351.2,-6.2,15:34:21.318555
4.81,4.29,8.0,8.59,15.23,4.94,43.75,35.0,900.88,0.01,351.2,-6.2,15:34:21.754889
4.69,4.29,9.69,8.59,15.23,4.94,42.5,35.0,883.08,0.01,351.2,-6.2,15:34:22.271360
4.77,4.2,9.0,9.38,20.31,4.94,42.5,35.0,888.61,0.01,351.2,-6.2,15:34:22.704999
4.61,4.4,9.0,8.59,15.23,3.84,42.5,35.0,899.92,0.01,351.2,-6.2,15:34:23.141657
4.7,4.2,9.0,8.59,15.23,3.84,42.5,35.0,881.59,0.01,351.2,-6.2,15:34:23.578566
4.8,4.27,9.0,7.81,15.23,3.84,42.5,35.0,892.13,0.01,351.2,-6.2,15:34:24.013510
4.73,4.34,7.0,7.81,15.23,3.84,42.5,35.0,896.0,0.01,351.2,-6.2,15:34:24.450926
4.59,4.27,9.0,8.59,15.23,4.94,42.5,35.0,883.81,0.01,351.2,-6.2,15:34:24.933084
4.44,4.32,9.0,8.59,15.23,4.94,42.5,35.0,878.43,0.01,351.2,-6.2,15:34:25.369160
4.4,4.42,9.0,8.59,15.23,4.94,42.5,35.0,865.99,0.01,351.2,-6.2,15:34:25.805756
4.43,4.43,8.0,8.59,15.23,3.84,42.5,35.0,882.47,0.01,351.2,-6.2,15:34:26.241753
4.49,4.47,8.0,7.81,15.23,3.84,42.5,35.0,889.03,0.01,351.2,-6.2,15:34:26.677458
4.51,4.43,9.0,8.59,15.23,3.84,42.5,35.0,888.22,0.01,351.2,-6.2,15:34:27.116072
4.51,4.47,8.0,7.81,15.23,4.94,42.5,35.0,890.53,0.01,351.2,-6.2,15:34:27.567264
4.39,4.47,7.0,6.25,15.23,3.84,42.5,35.0,894.45,0.01,351.2,-6.2,15:34:28.067328
4.39,4.49,8.0,7.81,15.23,3.84,42.5,35.0,868.66,0.01,351.2,-6.2,15:34:28.499881
4.4,4.46,7.09,7.81,15.23,3.84,42.5,35.0,891.35,0.01,351.2,-6.2,15:34:28.936987
4.39,4.52,8.0,7.81,15.23,4.94,42.5,35.0,876.8,0.01,351.2,-6.2,15:34:29.376180
4.45,4.6,8.0,7.81,15.23,3.84,42.5,35.0,890.05,0.01,351.2,-6.2,15:34:29.813323
4.49,4.55,8.0,7.81,15.23,3.84,42.5,35.0,900.32,0.01,351.2,-6.2,15:34:30.250060
4.49,4.5,7.0,6.25,15.23,3.84,42.5,35.0,906.41,0.01,351.2,-6.2,15:34:30.748923
4.47,4.6,6.0,5.47,10.16,3.84,41.25,35.0,891.65,0.01,351.2,-6.2,15:34:31.185101
4.38,4.53,7.0,6.25,15.23,3.84,41.25,35.0,875.19,0.01,351.2,-6.2,15:34:31.623521
4.39,4.39,7.0,6.25,15.23,3.84,42.5,35.0,871.35,0.01,351.2,-6.2,15:34:32.061136
4.21,4.31,7.0,6.25,15.23,3.84,42.5,35.0,867.07,0.01,351.2,-6.2,15:34:32.496619
4.32,4.4,8.0,7.03,15.23,3.84,42.5,35.0,857.63,0.01,351.3,-5.5,15:34:32.930975
4.31,4.35,7.0,6.25,15.23,3.84,42.5,35.0,856.35,0.01,351.3,-5.5,15:34:33.366164
4.3,4.21,8.0,7.81,15.23,3.84,42.5,35.0,847.27,0.01,351.3,-5.5,15:34:33.800635
4.18,4.23,8.0,7.03,15.23,3.84,42.5,35.0,855.23,0.01,351.3,-5.5,15:34:34.239104
4.27,4.35,7.0,6.25,15.23,3.84,42.5,35.0,852.62,0.01,351.3,-5.5,15:34:34.675949
4.36,4.32,8.0,7.81,15.23,4.94,42.5,35.0,849.88,0.01,351.2,-5.7,15:34:35.113213
4.32,4.29,8.0,7.81,15.23,3.84,42.5,35.0,857.01,0.01,351.2,-5.7,15:34:35.550221
4.27,4.33,8.0,7.81,15.23,3.84,42.5,35.0,844.1,0.01,351.2,-5.7,15:34:35.985310
4.23,4.22,7.0,7.81,15.23,3.84,42.5,35.0,840.68,0.01,351.2,-5.7,15:34:36.452822
4.17,4.08,8.0,7.81,15.23,4.94,42.5,35.0,828.6,0.01,351.2,-5.7,15:34:36.888526
4.2,4.13,9.0,7.81,15.23,3.84,42.5,35.0,828.6,0.01,351.2,-5.7,15:34:37.371145
4.21,4.25,9.0,8.59,15.23,4.94,42.5,35.0,833.79,0.01,351.2,-5.7,15:34:37.808055
4.2,4.23,9.0,8.59,15.23,3.84,42.5,35.0,838.93,0.01,351.2,-5.7,15:34:38.243737
4.32,4.32,9.0,8.59,15.23,3.84,42.5,35.0,850.16,0.01,351.2,-5.7,15:34:38.742970
4.37,4.28,9.0,8.59,15.23,4.94,42.5,35.0,855.42,0.01,351.2,-5.7,15:34:39.179947
4.41,4.49,10.0,9.38,20.31,3.84,42.5,35.0,860.52,0.01,351.2,-5.7,15:34:39.615167
4.19,4.35,8.0,8.59,15.23,4.94,42.5,35.0,849.7,0.01,351.2,-5.7,15:34:40.055870
4.33,4.26,8.0,8.59,15.23,4.94,42.5,35.0,844.31,0.01,351.2,-5.7,15:34:40.492340
4.24,4.34,8.0,7.81,15.23,3.84,42.5,35.0,852.52,0.01,351.2,-5.6,15:34:40.927575
4.3,4.37,7.0,6.25,15.23,3.84,42.5,35.0,857.23,0.01,351.2,-5.6,15:34:41.426981
4.25,4.35,8.0,7.81,15.23,3.84,42.5,35.0,852.5,0.01,351.2,-5.6,15:34:41.924548
4.44,4.28,7.0,6.25,15.23,3.84,42.5,35.0,874.14,0.01,351.2,-5.6,15:34:42.361036
4.16,4.11,7.0,6.25,15.23,3.84,42.5,35.0,826.06,0.01,351.2,-5.6,15:34:42.798016
4.11,4.14,7.0,6.25,15.23,3.43,42.5,35.0,806.97,0.01,351.2,-5.6,15:34:43.234224
4.14,4.14,6.0,5.47,10.16,3.43,42.5,35.0,819.32,0.01,351.2,-5.6,15:34:43.671335
4.18,4.08,7.0,6.25,15.23,3.84,42.5,35.0,812.61,0.01,351.2,-5.8,15:34:44.137927
4.13,4.08,7.0,6.25,10.16,3.43,42.5,35.0,811.82,0.01,351.3,-5.8,15:34:44.575513
4.05,4.02,6.0,5.47,10.16,3.43,42.5,35.0,810.53,0.01,351.2,-4.5,15:34:45.012569
3.88,3.95,6.42,5.47,10.16,3.29,42.5,35.0,787.34,0.01,351.2,-4.5,15:34:45.449626
3.98,3.88,6.0,5.47,10.16,3.29,42.5,35.0,779.57,0.01,351.3,-4.7,15:34:45.947201
3.77,3.83,7.0,6.25,15.23,3.43,42.5,35.0,761.42,0.01,351.3,-4.7,15:34:46.382490
3.87,3.95,8.0,7.81,15.23,3.84,42.5,35.0,768.72,0.01,351.3,-4.7,15:34:46.819161
3.89,3.92,9.0,8.59,15.23,3.84,42.5,35.0,780.02,0.01,351.3,-4.7,15:34:47.256416
4.12,4.05,9.3,8.59,15.23,4.94,42.5,35.0,798.33,0.01,351.3,-4.7,15:34:47.694503
4.14,4.25,9.0,8.59,15.23,4.94,42.5,35.0,823.8,0.01,351.3,-4.7,15:34:48.117163
4.17,4.2,9.0,8.59,15.23,3.84,42.5,35.0,835.04,0.01,351.3,-4.7,15:34:48.542419
4.21,4.22,9.0,8.59,15.23,4.94,42.5,35.0,841.2,0.01,351.3,-4.7,15:34:48.968195
4.27,4.27,8.0,7.81,15.23,3.84,42.5,35.0,846.35,0.01,351.3,-4.7,15:34:49.396903
4.28,4.32,7.0,7.03,15.23,3.84,42.5,35.0,857.16,0.01,351.3,-4.7,15:34:49.832815
4.36,4.33,7.0,6.25,15.23,3.84,42.5,35.0,859.98,0.01,351.3,-4.7,15:34:50.272801
4.42,4.38,7.81,6.25,15.23,3.84,42.5,35.0,866.5,0.01,351.3,-4.7,15:34:50.741320
4.37,4.38,7.0,6.25,15.23,3.84,42.5,35.0,866.7,0.01,351.3,-4.7,15:34:51.177937
4.2,4.29,7.0,6.25,15.23,3.84,42.5,35.0,858.95,0.01,351.3,-4.7,15:34:51.613565
4.28,4.35,6.0,5.47,10.16,3.43,42.5,35.0,854.71,0.01,351.3,-4.7,15:34:52.048500
4.19,4.17,6.0,5.47,10.16,3.43,42.5,35.0,833.04,0.01,351.3,-4.7,15:34:52.485208
4.22,4.04,6.0,5.47,10.16,3.43,42.5,35.0,816.51,0.01,351.3,-4.7,15:34:52.920511
4.12,4.05,6.0,6.25,10.16,3.84,42.5,35.0,810.86,0.01,351.3,-4.7,15:34:53.446464
4.04,4.06,7.0,6.25,15.23,3.43,42.5,35.0,805.59,0.01,351.3,-4.7,15:34:53.882749
4.09,3.96,7.0,7.03,15.23,3.84,42.5,35.0,805.58,0.01,351.3,-4.7,15:34:54.366970
3.94,4.04,7.0,6.25,15.23,3.43,42.5,35.0,797.29,0.01,351.3,-4.7,15:34:54.807433
3.98,3.97,8.33,7.81,15.23,3.84,42.5,35.0,792.13,0.01,351.3,-4.7,15:34:55.242580
4.05,4.07,9.0,7.81,15.23,3.84,42.5,35.0,795.49,0.01,351.3,-4.7,15:34:55.678425
4.17,4.12,8.0,7.81,15.23,3.84,42.5,35.0,807.79,0.01,351.3,-4.7,15:34:56.116010
4.16,4.25,8.0,6.25,15.23,3.84,42.5,35.0,820.88,0.01,351.3,-4.7,15:34:56.564904
4.18,4.2,7.0,6.25,10.16,3.84,42.5,35.0,825.44,0.01,351.3,-4.7,15:34:57.001578
4.16,4.18,7.0,6.25,10.16,3.43,42.5,35.0,827.4,0.01,351.3,-4.7,15:34:57.438179
4.11,4.08,6.0,5.47,10.16,3.43,42.5,35.0,816.34,0.01,351.3,-4.7,15:34:57.873514
3.9,3.98,6.0,5.47,10.16,3.43,42.5,35.0,787.02,0.01,351.3,-4.7,15:34:58.311153
4.04,4.04,7.0,6.25,15.23,3.43,42.5,35.0,795.23,0.01,351.3,-4.7,15:34:58.748109
4.12,4.08,6.0,5.47,10.16,3.43,42.5,35.0,804.3,0.01,351.3,-4.7,15:34:59.182238
4.12,4.07,6.0,5.47,10.16,3.43,42.5,35.0,802.58,0.01,351.3,-4.7,15:34:59.620639
3.97,3.99,6.0,5.47,10.16,3.29,42.5,35.0,795.48,0.01,351.3,-4.7,15:35:00.062290
3.92,3.93,6.0,5.47,10.16,3.29,42.5,35.0,779.68,0.01,351.3,-4.7,15:35:00.505290
3.93,3.94,7.0,5.47,10.16,3.43,42.5,35.0,770.15,0.01,351.3,-4.7,15:35:00.946115
3.88,3.96,6.0,5.47,10.16,3.43,42.5,35.0,784.63,0.01,351.3,-4.7,15:35:01.380554
3.95,4.09,7.0,6.25,15.23,3.43,42.5,35.0,793.47,0.01,351.3,-4.7,15:35:01.819024
4.1,4.12,7.0,6.25,15.23,3.43,42.5,35.0,813.91,0.01,351.3,-4.7,15:35:02.301823
4.07,4.1,6.0,5.47,10.16,3.43,42.5,35.0,815.13,0.01,351.3,-4.7,15:35:02.736230
4.1,3.94,6.0,5.47,10.16,3.43,42.5,35.0,798.84,0.01,351.3,-4.7,15:35:03.171842
4.06,3.99,6.0,6.25,15.23,3.84,42.5,35.0,810.71,0.01,351.3,-4.7,15:35:03.606238
4.06,4.03,6.0,6.25,10.16,3.43,42.5,35.0,803.15,0.01,351.3,-4.4,15:35:04.072640
4.06,4.06,7.0,6.25,10.16,3.43,42.5,35.0,801.01,0.01,351.3,-4.4,15:35:04.510700
4.07,3.97,7.0,5.47,10.16,3.84,42.5,35.0,798.36,0.01,351.3,-4.4,15:35:04.943861
3.95,3.92,7.0,6.25,15.23,3.84,42.5,35.0,793.97,0.01,351.3,-4.4,15:35:05.381103
3.94,4.01,7.0,6.25,15.23,3.84,42.5,35.0,778.02,0.01,351.3,-4.4,15:35:05.864205
3.97,3.96,7.0,6.25,15.23,3.43,42.5,35.0,782.07,0.01,351.2,-5.2,15:35:06.302028
4.05,3.93,8.0,7.81,15.23,3.84,42.5,35.0,794.43,0.01,351.2,-5.2,15:35:06.738515
4.0,4.06,7.0,6.25,15.23,3.43,42.5,35.0,788.12,0.01,351.2,-5.1,15:35:07.176932
3.89,3.99,8.0,7.81,15.23,3.84,42.5,35.0,784.26,0.01,351.2,-5.1,15:35:07.618912
3.93,3.94,9.0,7.81,15.23,4.94,42.5,35.0,789.33,0.01,351.2,-5.4,15:35:08.062419
4.08,3.94,9.0,8.59,15.23,3.84,42.5,35.0,807.79,0.01,351.2,-5.4,15:35:08.563109
4.13,4.2,8.0,7.81,15.23,3.84,42.5,35.0,819.61,0.01,351.2,-5.4,15:35:08.998445
4.21,4.18,6.0,5.47,10.16,3.43,42.5,35.0,821.03,0.01,351.2,-5.4,15:35:09.435052
4.12,4.14,6.0,5.47,10.16,3.43,42.5,35.0,816.64,0.01,351.2,-5.4,15:35:09.872213
