скорость ПП колеса,скорость ПЛ колеса,АЦП датчика ПП колеса,АЦП датчика ПЛ колеса,time
2.05,2.06,2013.0,4060.0,14:41:56.939037
2.02,2.15,4047.0,2011.0,14:41:57.335056
1.92,1.91,2022.0,2014.0,14:41:57.734585
1.87,1.86,2021.0,4050.0,14:41:58.118514
1.86,1.88,4053.0,2020.0,14:41:58.520219
1.98,1.99,2016.0,4063.0,14:41:58.921858
2.12,2.09,4058.0,2021.0,14:41:59.323915
1.91,1.96,4052.0,2019.0,14:41:59.725252
1.71,1.76,2009.0,4063.0,14:42:00.126171
1.6,1.67,4052.0,2010.0,14:42:00.527550
1.5,1.58,2017.0,2025.0,14:42:00.929154
1.24,1.17,2020.0,4048.0,14:42:01.330792
1.07,1.07,2018.0,4067.0,14:42:01.732216
1.04,1.07,2012.0,4057.0,14:42:02.148554
0.98,0.97,4053.0,2014.0,14:42:02.534366
1.01,1.02,2020.0,4059.0,14:42:02.935809
1.19,1.02,2012.0,4061.0,14:42:03.337437
1.25,1.18,2019.0,4062.0,14:42:03.738991
1.27,1.37,4056.0,2014.0,14:42:04.140678
1.52,1.6,2024.0,2011.0,14:42:04.519603
1.89,1.94,2018.0,4055.0,14:42:04.920756
2.02,2.11,4048.0,2025.0,14:42:05.321784
2.07,2.15,2014.0,4053.0,14:42:05.722715
1.61,1.74,2020.0,4057.0,14:42:06.123529
0.75,0.74,4051.0,2012.0,14:42:06.524423
0.63,0.33,4053.0,2023.0,14:42:06.925441
0.15,0.22,2014.0,4062.0,14:42:07.326576
0.83,0.82,2026.0,4057.0,14:42:07.729030
0.73,0.71,2014.0,4064.0,14:42:08.149481
0.38,0.16,2009.0,4045.0,14:42:08.551111
1.24,1.23,2023.0,4059.0,14:42:08.952556
1.92,1.97,2026.0,4060.0,14:42:09.354462
2.2,2.14,4047.0,2015.0,14:42:09.755772
2.28,2.16,4054.0,2007.0,14:42:10.156882
2.13,2.1,2010.0,4061.0,14:42:10.558202
2.26,2.28,2011.0,4067.0,14:42:10.974804
2.36,2.29,4046.0,2012.0,14:42:11.365206
2.48,2.46,4043.0,4064.0,14:42:11.751045
2.33,2.5,2019.0,4061.0,14:42:12.137292
2.06,2.01,4053.0,2014.0,14:42:12.538004
1.88,1.8,4052.0,2016.0,14:42:12.939621
1.98,1.95,4049.0,2025.0,14:42:13.341032
2.29,2.22,4044.0,2008.0,14:42:13.757535
1.67,1.63,4048.0,2015.0,14:42:14.143013
1.05,1.05,4060.0,4067.0,14:42:14.524347
1.71,1.71,2027.0,2018.0,14:42:14.944800
3.58,3.65,4048.0,4054.0,14:42:15.361550
4.24,4.3,2015.0,2017.0,14:42:15.762472
4.4,4.35,2018.0,2020.0,14:42:16.148053
4.58,4.54,4048.0,4065.0,14:42:16.563342
4.17,4.23,4057.0,4057.0,14:42:16.950334
3.63,3.6,4054.0,4063.0,14:42:17.367710
2.92,2.87,4055.0,2014.0,14:42:17.753577
2.38,2.47,2016.0,4056.0,14:42:18.155329
2.39,2.4,2022.0,2015.0,14:42:18.572138
2.29,2.19,4060.0,2020.0,14:42:18.958185
2.11,2.31,2012.0,2883.0,14:42:19.359382
1.96,1.92,2023.0,2016.0,14:42:19.760554
2.04,1.92,4052.0,4059.0,14:42:20.161897
2.0,2.13,2024.0,2015.0,14:42:20.563777
1.87,1.89,2016.0,2009.0,14:42:20.965217
1.83,1.88,2019.0,2012.0,14:42:21.381713
1.82,1.83,2017.0,2012.0,14:42:21.766975
1.64,1.5,4052.0,2024.0,14:42:22.168875
1.38,1.37,2020.0,2009.0,14:42:22.570068
1.03,1.14,2026.0,2014.0,14:42:22.971800
0.62,0.74,2027.0,4063.0,14:42:23.373028
0.63,0.43,2027.0,2020.0,14:42:23.774412
0.15,0.15,2004.0,2005.0,14:42:24.179867
0.0,0.0,2010.0,2008.0,14:42:24.576462
0.0,0.0,2026.0,2012.0,14:42:24.955142
0.0,0.0,2027.0,2017.0,14:42:25.356447
0.0,0.0,2002.0,2019.0,14:42:25.758092
0.0,0.0,2029.0,2019.0,14:42:26.174983
0.0,0.0,2014.0,2012.0,14:42:26.560300
0.0,0.0,2012.0,2020.0,14:42:26.933347
0.0,0.0,2025.0,2012.0,14:42:27.319224
0.0,0.0,2010.0,4071.0,14:42:27.720863
0.0,0.0,2024.0,4063.0,14:42:28.122691
0.0,0.0,2024.0,4071.0,14:42:28.524303
0.0,0.0,2026.0,4061.0,14:42:28.925736
0.0,0.0,2023.0,4030.0,14:42:29.327099
0.0,0.0,2015.0,4070.0,14:42:29.728677
0.0,0.0,2028.0,4042.0,14:42:30.145365
0.0,0.0,2028.0,4072.0,14:42:30.531541
0.0,0.0,2013.0,4059.0,14:42:30.948347
0.0,0.0,2015.0,4062.0,14:42:31.349792
0.0,0.0,2016.0,4046.0,14:42:31.751029
0.0,0.0,2000.0,4047.0,14:42:32.136952
0.0,0.0,2028.0,4059.0,14:42:32.538574
0.0,0.0,2015.0,4065.0,14:42:32.939917
0.0,0.0,2028.0,4072.0,14:42:33.341601
0.0,0.0,2021.0,4072.0,14:42:33.742722
0.0,0.0,2022.0,4073.0,14:42:34.144723
0.0,0.0,2026.0,4055.0,14:42:34.546351
0.0,0.0,2021.0,4055.0,14:42:34.947829
0.0,0.0,2015.0,4058.0,14:42:35.349343
0.0,0.0,2024.0,4050.0,14:42:35.766120
0.0,0.0,2023.0,4055.0,14:42:36.151202
0.0,0.0,2006.0,4064.0,14:42:36.553027
0.0,0.0,4049.0,2031.0,14:42:36.955123
0.0,0.18,4084.0,4043.0,14:42:37.356500
0.21,0.18,4051.0,2018.0,14:42:37.758370
0.89,1.1,4065.0,4057.0,14:42:38.159172
1.34,1.6,2031.0,4051.0,14:42:38.561058
1.6,1.96,2036.0,4055.0,14:42:38.962562
1.8,2.34,2022.0,4052.0,14:42:39.364134
1.95,2.67,4058.0,4059.0,14:42:39.765383
1.95,2.45,4047.0,4062.0,14:42:40.181886
2.13,2.95,2031.0,2020.0,14:42:40.567359
2.61,3.49,4053.0,4049.0,14:42:40.969185
2.89,3.73,2027.0,4045.0,14:42:41.370424
2.94,3.86,2022.0,4046.0,14:42:41.772174
3.06,3.95,2015.0,3133.0,14:42:42.173663
3.17,4.08,4039.0,2025.0,14:42:42.575057
3.18,4.15,2026.0,4067.0,14:42:42.976552
3.48,4.18,2035.0,4041.0,14:42:43.378043
3.49,4.41,2025.0,2002.0,14:42:43.779293
3.36,4.19,2001.0,4070.0,14:42:44.180592
3.12,4.2,2018.0,4059.0,14:42:44.582212
3.07,4.03,2019.0,4022.0,14:42:44.998458
2.95,3.71,4039.0,2017.0,14:42:45.399998
2.69,3.45,4055.0,4057.0,14:42:45.800518
2.54,3.27,4057.0,4050.0,14:42:46.186583
2.56,3.38,2030.0,2009.0,14:42:46.587597
2.25,3.12,4053.0,4075.0,14:42:46.989102
1.71,1.87,4066.0,4060.0,14:42:47.390724
1.19,1.24,2022.0,2009.0,14:42:47.791811
0.71,0.72,2022.0,2012.0,14:42:48.193328
0.47,0.4,4059.0,4047.0,14:42:48.594941
0.15,0.16,4056.0,4050.0,14:42:48.996501
0.0,0.0,4059.0,4054.0,14:42:49.398010
0.0,0.0,4048.0,4059.0,14:42:49.799553
0.0,0.0,4066.0,4067.0,14:42:50.215621
0.0,0.0,4051.0,4060.0,14:42:50.616814
0.0,0.0,4048.0,4072.0,14:42:51.017676
0.0,0.0,4051.0,4069.0,14:42:51.402870
0.0,0.0,4061.0,4066.0,14:42:51.803891
0.0,0.0,4042.0,4065.0,14:42:52.205843
0.0,0.0,4055.0,4061.0,14:42:52.607462
0.0,0.0,4041.0,4058.0,14:42:53.008629
0.0,0.0,4053.0,4062.0,14:42:53.410258
0.0,0.0,4045.0,4055.0,14:42:53.811803
0.0,0.0,4061.0,4053.0,14:42:54.213363
0.0,0.0,4053.0,4063.0,14:42:54.614658
0.0,0.0,4049.0,4077.0,14:42:55.016243
0.0,0.0,4054.0,4059.0,14:42:55.417739
0.0,0.0,4040.0,4067.0,14:42:55.819233
0.0,0.0,4051.0,4065.0,14:42:56.221159
0.0,0.0,4047.0,4060.0,14:42:56.622625
0.0,0.0,4045.0,4045.0,14:42:57.024777
0.0,0.0,4048.0,4069.0,14:42:57.426392
0.0,0.0,4055.0,4061.0,14:42:57.827769
0.0,0.0,4053.0,4059.0,14:42:58.229287
0.0,0.0,4047.0,4051.0,14:42:58.630561
0.0,0.0,4038.0,4055.0,14:42:59.032142
0.0,0.0,4041.0,4053.0,14:42:59.448404
0.0,0.0,4047.0,4061.0,14:42:59.834148
0.0,0.0,4041.0,4047.0,14:43:00.251161
0.0,0.0,4060.0,4052.0,14:43:00.636787
0.0,0.0,4061.0,4051.0,14:43:01.038705
0.0,0.0,4042.0,4061.0,14:43:01.440216
0.0,0.0,4051.0,4060.0,14:43:01.841617
0.0,0.0,4057.0,4058.0,14:43:02.243056
0.0,0.0,4038.0,4058.0,14:43:02.644349
0.0,0.0,2027.0,2009.0,14:43:03.046182
0.0,0.0,2013.0,2010.0,14:43:03.457131
0.0,0.0,2018.0,4063.0,14:43:03.849868
0.57,0.55,4040.0,2013.0,14:43:04.266561
1.09,1.08,4053.0,2012.0,14:43:04.652258
1.15,1.29,4051.0,4063.0,14:43:05.053912
1.25,1.4,2006.0,2012.0,14:43:05.455864
0.84,1.17,4030.0,4062.0,14:43:05.857258
0.48,0.57,2029.0,2012.0,14:43:06.258715
0.47,0.41,2032.0,4052.0,14:43:06.660281
0.15,0.15,2005.0,4039.0,14:43:07.061902
0.0,0.0,4043.0,4064.0,14:43:07.464009
0.0,0.0,4042.0,4048.0,14:43:07.865571
0.0,0.0,4052.0,4067.0,14:43:08.266508
0.0,0.0,4048.0,4062.0,14:43:08.667050
0.0,0.0,4046.0,2014.0,14:43:09.068374
0.0,0.0,2039.0,2026.0,14:43:09.469946
0.0,0.0,2013.0,2012.0,14:43:09.871513
0.0,0.0,2018.0,2017.0,14:43:10.272786
0.0,0.0,4056.0,2035.0,14:43:10.674325
0.43,0.39,3706.0,4048.0,14:43:11.075674
0.95,0.58,2023.0,2022.0,14:43:11.477531
1.34,1.19,4048.0,2030.0,14:43:11.878806
1.66,1.52,2012.0,2005.0,14:43:12.280694
1.97,1.85,2001.0,2021.0,14:43:12.682649
2.11,1.97,4049.0,2014.0,14:43:13.083779
2.36,2.19,4070.0,4053.0,14:43:13.485092
2.68,2.57,1996.0,2016.0,14:43:13.886671
2.98,2.78,2010.0,2035.0,14:43:14.303572
3.37,3.14,2031.0,4077.0,14:43:14.704589
3.62,3.31,4045.0,4062.0,14:43:15.090861
3.73,3.48,2030.0,2017.0,14:43:15.492209
3.91,3.84,4068.0,2007.0,14:43:15.893455
3.92,3.97,2015.0,4064.0,14:43:16.294905
4.18,4.14,2022.0,4050.0,14:43:16.696392
4.5,4.46,4043.0,2039.0,14:43:17.097687
4.69,4.7,2046.0,4061.0,14:43:17.499213
4.93,5.01,2019.0,4054.0,14:43:17.915571
5.04,5.09,2012.0,4054.0,14:43:18.316279
5.12,5.22,2018.0,4062.0,14:43:18.717238
5.45,5.67,2012.0,4064.0,14:43:19.103290
5.74,5.89,4058.0,2025.0,14:43:19.504869
5.82,5.95,2026.0,4069.0,14:43:19.906252
6.12,6.42,2033.0,2024.0,14:43:20.307727
6.3,6.35,2020.0,4069.0,14:43:20.686491
6.41,6.56,4055.0,4075.0,14:43:21.110129
6.4,6.75,2013.0,4058.0,14:43:21.511465
6.42,6.68,4052.0,4052.0,14:43:21.913247
6.55,6.66,2061.0,4058.0,14:43:22.315052
6.71,6.95,4042.0,2019.0,14:43:22.716552
6.54,6.46,2013.0,4078.0,14:43:23.117531
6.76,6.69,2049.0,4056.0,14:43:23.518523
6.9,7.0,2027.0,4055.0,14:43:23.920037
7.09,7.09,4049.0,4055.0,14:43:24.302657
7.53,7.5,4057.0,4060.0,14:43:24.693535
7.6,7.73,2023.0,2015.0,14:43:25.079939
7.86,8.07,2034.0,2008.0,14:43:25.465891
8.24,8.22,2016.0,4068.0,14:43:25.866785
8.23,8.26,2017.0,2014.0,14:43:26.282424
8.66,8.48,2015.0,4067.0,14:43:26.694888
8.56,8.61,2016.0,2016.0,14:43:27.083733
8.77,8.98,4048.0,4069.0,14:43:27.468930
8.79,8.88,2027.0,2014.0,14:43:27.854974
9.07,9.19,2026.0,3197.0,14:43:28.256321
9.14,9.32,2034.0,4074.0,14:43:28.657666
9.44,9.68,2014.0,4073.0,14:43:29.058727
9.72,9.74,2005.0,2013.0,14:43:29.460157
9.97,10.0,4028.0,4056.0,14:43:29.861649
10.07,10.2,2021.0,4066.0,14:43:30.262784
10.37,10.39,4055.0,2024.0,14:43:30.664322
10.3,10.4,2024.0,2001.0,14:43:31.065707
9.42,9.08,2029.0,4056.0,14:43:31.482638
7.85,7.98,4060.0,4062.0,14:43:31.883938
6.35,6.23,2016.0,4061.0,14:43:32.269211
4.99,5.0,4055.0,4067.0,14:43:32.670541
4.11,4.17,4040.0,2026.0,14:43:33.072077
3.03,3.17,2022.0,2001.0,14:43:33.474860
2.18,2.07,4055.0,2009.0,14:43:33.874416
1.42,1.3,2012.0,2014.0,14:43:34.275401
0.76,0.79,4064.0,4049.0,14:43:34.676507
0.46,0.48,2016.0,4061.0,14:43:35.078110
0.44,0.21,2009.0,2018.0,14:43:35.479558
0.15,0.16,2024.0,2021.0,14:43:35.881083
0.15,0.0,2037.0,2036.0,14:43:36.329381
0.0,0.0,2032.0,2021.0,14:43:36.730406
0.0,0.0,2023.0,2007.0,14:43:37.116034
0.0,0.0,2013.0,1997.0,14:43:37.501609
0.0,0.0,2008.0,2017.0,14:43:37.887089
0.0,0.0,2028.0,2008.0,14:43:38.288701
0.0,0.0,2031.0,2019.0,14:43:38.690395
0.0,0.0,2018.0,2006.0,14:43:39.092205
0.0,0.0,2027.0,2000.0,14:43:39.494112
0.0,0.0,2019.0,2025.0,14:43:39.895213
0.0,0.0,2015.0,2034.0,14:43:40.296718
0.0,0.0,2027.0,2005.0,14:43:40.698267
0.0,0.0,2021.0,1994.0,14:43:41.099835
0.0,0.0,2013.0,2006.0,14:43:41.500814
0.0,0.0,2015.0,2004.0,14:43:41.901908
0.0,0.0,2006.0,2025.0,14:43:42.302753
0.0,0.0,2022.0,2001.0,14:43:42.704436
0.0,0.0,2014.0,2012.0,14:43:43.106056
0.0,0.0,1990.0,2022.0,14:43:43.507725
0.0,0.0,2026.0,2012.0,14:43:43.908748
0.0,0.0,2026.0,2025.0,14:43:44.310002
0.0,0.0,2026.0,2026.0,14:43:44.711850
0.0,0.0,2024.0,2025.0,14:43:45.128195
0.0,0.0,2044.0,2006.0,14:43:45.514267
0.0,0.0,2041.0,2026.0,14:43:45.915236
0.0,0.0,2013.0,2004.0,14:43:46.316801
0.0,0.0,2017.0,2019.0,14:43:46.717607
0.0,0.0,2045.0,2020.0,14:43:47.118977
0.0,0.0,2022.0,2010.0,14:43:47.520580
0.0,0.0,2013.0,1999.0,14:43:47.922552
0.0,0.0,2011.0,4067.0,14:43:48.323904
0.0,0.0,2041.0,4066.0,14:43:48.725415
0.21,0.0,2020.0,2023.0,14:43:49.126688
1.29,1.3,2013.0,2004.0,14:43:49.528173
1.84,1.91,4067.0,4050.0,14:43:49.929554
1.53,1.58,2042.0,2024.0,14:43:50.331310
1.64,1.63,2000.0,4046.0,14:43:50.732623
1.7,1.84,4056.0,2003.0,14:43:51.133596
1.85,1.9,2051.0,4064.0,14:43:51.534445
1.89,1.91,2037.0,4069.0,14:43:51.936342
2.02,2.08,4059.0,2015.0,14:43:52.337636
2.04,2.01,1999.0,4080.0,14:43:52.739219
2.22,2.25,2020.0,4060.0,14:43:53.140638
2.61,2.69,4063.0,1995.0,14:43:53.542220
2.73,2.78,2040.0,2020.0,14:43:53.943574
2.93,3.14,4061.0,2015.0,14:43:54.345429
3.07,2.93,4066.0,2017.0,14:43:54.747332
3.14,2.99,2027.0,4041.0,14:43:55.148468
3.25,3.24,4052.0,2025.0,14:43:55.550276
3.42,3.46,4041.0,2027.0,14:43:55.966857
3.5,3.49,2010.0,4069.0,14:43:56.367663
3.57,3.73,4041.0,2039.0,14:43:56.753063
3.51,3.6,4047.0,2022.0,14:43:57.154583
3.45,3.44,2018.0,4073.0,14:43:57.556159
3.48,3.44,2010.0,4072.0,14:43:57.957492
3.33,3.41,2022.0,4071.0,14:43:58.358954
3.07,3.21,2013.0,2006.0,14:43:58.760105
2.88,3.01,2018.0,1993.0,14:43:59.161905
2.84,2.78,4063.0,4048.0,14:43:59.563445
2.68,2.75,2011.0,4048.0,14:43:59.964553
2.9,2.84,4060.0,2038.0,14:44:00.366051
3.18,3.05,4058.0,2041.0,14:44:00.782941
3.2,3.36,4055.0,2001.0,14:44:01.168390
3.12,3.12,4049.0,2039.0,14:44:01.569641
3.05,3.08,4048.0,2020.0,14:44:01.970794
3.08,3.12,2013.0,4065.0,14:44:02.372108
3.36,3.33,4054.0,2004.0,14:44:02.773963
3.46,3.61,4050.0,2015.0,14:44:03.175583
2.32,2.62,4051.0,4073.0,14:44:03.577161
1.27,1.39,4056.0,2030.0,14:44:03.978858
0.62,0.7,4044.0,4061.0,14:44:04.380393
0.44,0.29,4039.0,4091.0,14:44:04.782321
0.15,0.22,2010.0,2003.0,14:44:05.183775
0.0,0.18,2013.0,2032.0,14:44:05.585357
0.0,0.15,4023.0,4069.0,14:44:05.986971
0.16,0.16,2007.0,2008.0,14:44:06.388547
0.69,0.57,2008.0,4065.0,14:44:06.789931
1.11,1.07,2017.0,4064.0,14:44:07.191154
1.41,1.46,4045.0,2030.0,14:44:07.592446
1.48,1.46,2011.0,4027.0,14:44:07.993592
1.61,1.58,2022.0,4070.0,14:44:08.394786
1.67,1.68,2025.0,2019.0,14:44:08.796334
2.15,2.08,2024.0,4059.0,14:44:09.175115
2.55,2.56,2026.0,4067.0,14:44:09.576233
2.83,2.9,4068.0,2027.0,14:44:09.999278
2.95,3.17,4061.0,2029.0,14:44:10.400646
2.94,3.09,4049.0,2021.0,14:44:10.817344
2.96,2.94,2018.0,4061.0,14:44:11.202687
3.08,3.02,4063.0,4047.0,14:44:11.604168
3.31,3.3,4054.0,4060.0,14:44:12.005578
3.29,3.34,2009.0,4063.0,14:44:12.406568
3.34,3.27,2016.0,4050.0,14:44:12.807895
3.42,3.33,2004.0,4068.0,14:44:13.209404
3.57,3.5,4040.0,4072.0,14:44:13.611202
3.71,3.63,2014.0,4073.0,14:44:14.012360
3.65,3.65,2028.0,4057.0,14:44:14.413941
3.53,3.61,4057.0,2006.0,14:44:14.814751
3.49,3.47,2015.0,1999.0,14:44:15.216679
3.27,3.29,2032.0,2022.0,14:44:15.633117
2.49,2.59,4067.0,4056.0,14:44:16.034452
1.78,1.81,2016.0,2012.0,14:44:16.419966
1.16,1.25,2006.0,4070.0,14:44:16.821610
0.57,0.88,2027.0,4056.0,14:44:17.223200
0.54,0.41,2029.0,2005.0,14:44:17.624159
0.15,0.15,2015.0,2018.0,14:44:18.025367
0.0,0.0,2034.0,2015.0,14:44:18.426423
0.0,0.0,2014.0,2018.0,14:44:18.827902
0.0,0.0,2044.0,2010.0,14:44:19.229224
0.0,0.0,2019.0,2018.0,14:44:19.630773
0.0,0.0,2008.0,2005.0,14:44:20.032622
0.0,0.0,2041.0,2027.0,14:44:20.434033
0.0,0.0,2026.0,2005.0,14:44:20.835681
0.0,0.0,2016.0,1997.0,14:44:21.236948
0.0,0.0,2024.0,2015.0,14:44:21.638605
0.0,0.0,2021.0,2027.0,14:44:22.040034
0.0,0.0,2023.0,2003.0,14:44:22.441567
0.0,0.0,2025.0,2033.0,14:44:22.843104
0.0,0.0,2044.0,2013.0,14:44:23.244527
0.0,0.0,2030.0,2007.0,14:44:23.645825
0.0,0.0,2033.0,2019.0,14:44:24.047247
0.0,0.0,2016.0,2018.0,14:44:24.448848
0.0,0.0,2030.0,2025.0,14:44:24.850697
0.0,0.0,2040.0,2004.0,14:44:25.266744
0.0,0.0,2026.0,1994.0,14:44:25.651908
0.0,0.0,2021.0,2006.0,14:44:26.053488
0.0,0.0,2027.0,2024.0,14:44:26.469017
0.0,0.0,2025.0,2016.0,14:44:26.875208
0.0,0.0,2022.0,2026.0,14:44:27.276116
0.0,0.0,2010.0,2023.0,14:44:27.676961
0.0,0.0,2025.0,2009.0,14:44:28.082055
0.0,0.0,2025.0,2010.0,14:44:28.541505
0.0,0.0,2021.0,2032.0,14:44:28.956252
0.0,0.0,2032.0,2019.0,14:44:29.357630
0.0,0.0,2022.0,2021.0,14:44:29.760574
0.0,0.0,2025.0,2014.0,14:44:30.169859
0.0,0.0,2029.0,2017.0,14:44:30.563249
0.0,0.0,2022.0,2014.0,14:44:30.970401
0.0,0.0,2009.0,2024.0,14:44:31.372021
0.0,0.0,2018.0,2017.0,14:44:31.773607
0.0,0.0,2034.0,2028.0,14:44:32.174766
0.0,0.0,2016.0,2023.0,14:44:32.576182
0.0,0.0,2029.0,2003.0,14:44:32.977674
0.0,0.0,2016.0,2020.0,14:44:33.379252
0.0,0.0,2014.0,2010.0,14:44:33.780361
0.0,0.0,2025.0,2016.0,14:44:34.182271
0.0,0.0,2014.0,2015.0,14:44:34.584121
0.0,0.0,2011.0,2004.0,14:44:35.000157
0.0,0.0,2024.0,1991.0,14:44:35.401502
0.0,0.0,2008.0,2020.0,14:44:35.802646
0.0,0.0,2027.0,2018.0,14:44:36.188737
0.0,0.0,2023.0,2029.0,14:44:36.590133
0.0,0.0,2024.0,2021.0,14:44:36.991468
0.0,0.0,2031.0,2028.0,14:44:37.393043
0.0,0.0,2030.0,2017.0,14:44:37.794177
0.0,0.0,2032.0,2011.0,14:44:38.196248
