скорость ПП колеса,скорость ПЛ колеса,АЦП датчика ПП колеса,АЦП датчика ПЛ колеса,time
0.18,0.0,2025.0,2026.0,13:07:46.006383
0.2,0.2,2028.0,4070.0,13:07:46.291573
0.21,0.22,2022.0,2019.0,13:07:46.607761
0.32,0.36,4075.0,2025.0,13:07:46.908917
0.59,0.59,4075.0,4071.0,13:07:47.256981
1.2,1.13,2024.0,4076.0,13:07:47.542381
1.19,1.31,4071.0,2019.0,13:07:47.827708
1.43,1.41,2028.0,4069.0,13:07:48.128062
1.57,1.62,2032.0,4079.0,13:07:48.428334
1.8,1.79,4078.0,4066.0,13:07:48.729025
1.92,1.96,4072.0,2028.0,13:07:49.014311
1.52,1.49,4071.0,2024.0,13:07:49.314775
1.17,1.15,2035.0,4071.0,13:07:49.615114
1.16,1.17,2020.0,4072.0,13:07:49.915393
1.25,1.17,4076.0,2022.0,13:07:50.215764
1.22,1.25,2037.0,4071.0,13:07:50.501271
1.2,1.22,4069.0,2028.0,13:07:50.802306
1.0,1.02,4073.0,2027.0,13:07:51.103231
0.94,0.94,4071.0,2025.0,13:07:51.419767
0.97,0.94,4071.0,2016.0,13:07:51.720511
0.95,0.96,4073.0,4076.0,13:07:52.021317
0.76,0.71,2028.0,4077.0,13:07:52.306677
0.78,0.74,2030.0,4067.0,13:07:52.628226
0.66,0.66,2029.0,2015.0,13:07:52.908915
0.68,0.63,2025.0,4063.0,13:07:53.210102
0.66,0.62,2033.0,4070.0,13:07:53.526896
0.6,0.63,4064.0,4067.0,13:07:53.827446
0.54,0.58,4068.0,2029.0,13:07:54.112817
0.51,0.55,4070.0,2036.0,13:07:54.413859
0.47,0.47,4077.0,2017.0,13:07:54.730299
0.52,0.5,2024.0,2015.0,13:07:55.015762
0.65,0.61,2027.0,4071.0,13:07:55.316850
0.76,0.74,4066.0,4074.0,13:07:55.632752
0.55,0.61,4077.0,2020.0,13:07:55.933584
0.48,0.51,4065.0,2032.0,13:07:56.219290
0.47,0.53,4071.0,2023.0,13:07:56.535652
0.49,0.51,4066.0,2021.0,13:07:56.851758
0.65,0.63,2030.0,4068.0,13:07:57.152986
0.71,0.8,4069.0,4074.0,13:07:57.453948
0.7,0.64,2021.0,4069.0,13:07:57.754907
0.77,0.8,2030.0,4069.0,13:07:58.040272
0.65,0.67,2029.0,4059.0,13:07:58.341105
0.43,0.43,2028.0,4069.0,13:07:58.626600
0.27,0.3,4068.0,2022.0,13:07:58.942548
0.23,0.24,2026.0,4072.0,13:07:59.243705
0.22,0.24,4068.0,2029.0,13:07:59.544686
0.43,0.46,4075.0,2024.0,13:07:59.845344
0.69,0.65,2035.0,4073.0,13:08:00.145996
0.8,0.85,4063.0,2024.0,13:08:00.446477
0.69,0.63,2069.0,4065.0,13:08:00.747170
0.59,0.57,2027.0,4080.0,13:08:01.032634
0.58,0.57,2036.0,4077.0,13:08:01.349115
0.67,0.69,4067.0,2025.0,13:08:01.649341
0.65,0.63,2035.0,2024.0,13:08:01.950160
0.68,0.69,2026.0,4072.0,13:08:02.235547
0.7,0.73,4066.0,2027.0,13:08:02.551743
0.89,0.89,4067.0,4065.0,13:08:02.852443
1.05,1.0,4068.0,4068.0,13:08:03.152931
1.16,1.2,4069.0,2030.0,13:08:03.453444
1.45,1.53,4069.0,2017.0,13:08:03.754263
1.53,1.59,4070.0,2024.0,13:08:04.054940
1.55,1.58,4078.0,2026.0,13:08:04.355771
1.57,1.47,2028.0,4068.0,13:08:04.656325
1.5,1.47,2025.0,4072.0,13:08:04.957123
1.25,1.3,4075.0,2027.0,13:08:05.257972
1.14,1.13,2034.0,4073.0,13:08:05.558893
0.81,0.79,2032.0,2018.0,13:08:05.860124
0.64,0.63,2025.0,4071.0,13:08:06.161190
0.47,0.43,2018.0,4080.0,13:08:06.461571
0.37,0.36,4065.0,2024.0,13:08:06.762226
0.41,0.44,4076.0,4064.0,13:08:07.047788
0.35,0.37,2022.0,4067.0,13:08:07.364410
0.33,0.31,4064.0,2026.0,13:08:07.665230
0.36,0.36,4072.0,2023.0,13:08:07.965901
0.41,0.44,2022.0,4065.0,13:08:08.266925
0.37,0.38,2029.0,4070.0,13:08:08.552113
0.33,0.32,4067.0,2029.0,13:08:08.867987
0.56,0.56,2030.0,4069.0,13:08:09.153541
0.82,0.86,4078.0,2021.0,13:08:09.469422
1.0,1.02,4067.0,2026.0,13:08:09.754738
1.1,1.08,4077.0,4061.0,13:08:10.071047
1.21,1.18,2024.0,4067.0,13:08:10.371858
1.13,1.12,4071.0,2029.0,13:08:10.672493
1.06,1.05,4074.0,2031.0,13:08:10.957830
1.02,1.03,4075.0,4070.0,13:08:11.274927
1.05,1.06,2026.0,4071.0,13:08:11.560201
1.06,1.07,2030.0,4074.0,13:08:11.877038
1.07,1.08,2024.0,4071.0,13:08:12.178009
0.99,0.99,2030.0,4059.0,13:08:12.463153
0.87,0.88,2022.0,4062.0,13:08:12.763942
0.92,0.93,2026.0,4065.0,13:08:13.064972
1.12,1.13,2028.0,4064.0,13:08:13.366301
1.29,1.3,4079.0,2028.0,13:08:13.682302
1.26,1.27,2020.0,4072.0,13:08:13.983272
1.3,1.31,4068.0,2012.0,13:08:14.283915
1.44,1.54,4071.0,2046.0,13:08:14.569425
1.42,1.51,2022.0,4067.0,13:08:14.886033
1.42,1.48,2027.0,4075.0,13:08:15.186841
1.35,1.37,2030.0,4070.0,13:08:15.487325
1.38,1.33,4078.0,2023.0,13:08:15.788251
1.36,1.41,4073.0,2028.0,13:08:16.089257
1.39,1.4,2020.0,4073.0,13:08:16.374606
1.38,1.42,2035.0,4069.0,13:08:16.675969
1.38,1.4,4073.0,4072.0,13:08:16.977206
1.45,1.4,4075.0,2023.0,13:08:17.293987
1.42,1.44,2032.0,4065.0,13:08:17.594911
1.37,1.34,4067.0,2028.0,13:08:17.880232
1.24,1.26,2032.0,4071.0,13:08:18.180920
1.02,1.05,2034.0,4061.0,13:08:18.497331
0.81,0.85,2022.0,4066.0,13:08:18.798045
0.82,0.79,4076.0,2025.0,13:08:19.099064
0.9,0.93,2028.0,4067.0,13:08:19.399521
0.82,0.87,2039.0,4060.0,13:08:19.700032
0.82,0.79,4079.0,2037.0,13:08:19.985407
0.89,0.96,2034.0,4074.0,13:08:20.286531
0.85,0.92,2030.0,4075.0,13:08:20.602960
0.86,0.93,2028.0,4065.0,13:08:20.903933
0.89,0.88,4071.0,4071.0,13:08:21.189282
0.94,0.9,4071.0,2036.0,13:08:21.505923
0.84,0.94,2033.0,4070.0,13:08:21.791376
0.58,0.51,4069.0,4067.0,13:08:22.107810
0.22,0.51,4061.0,4072.0,13:08:22.393009
0.15,0.16,2033.0,2029.0,13:08:22.709453
0.0,0.15,2039.0,2020.0,13:08:23.010216
