скорость ПП колеса,скорость ПЛ колеса,скорость ЗП колеса,скорость ЗЛ колеса,заданный момент двигателя,реализованный момент двигателя,ток Фазной Обмотки,ток Обмотки Возбуждения,температура тягового двигателя,температура инвертора,скорость двигателя,мощность двигателя,положение рейки перед,ток рейки перед,температура рейки перед,положение рейки зад,ток рейки зад,температура рейки зад,напряжение ТАБ высокое ,ток батареи ТАБ,time
3.04,2.99,2.91,2.98,0.0,0.0,0.0,1.78,33.75,26.25,622.75,0.0,68.0,6220.0,5.0,-117.0,4300.0,9.0,356.5,-6.7,12:41:25.533075
2.73,2.69,2.61,2.67,12.0,11.72,20.31,4.94,33.75,26.25,544.2,0.01,16.0,-1820.0,5.0,-6.0,5900.0,9.0,356.5,-6.7,12:41:26.786439
3.27,3.21,3.2,3.15,11.0,10.16,20.31,4.94,33.75,26.25,626.85,0.01,36.0,-1410.0,5.0,25.0,5000.0,9.0,356.5,-6.3,12:41:28.034718
3.8,3.8,3.76,3.77,11.0,10.16,20.31,4.94,33.75,26.25,751.05,0.01,32.0,-130.0,5.0,-1.0,3600.0,9.0,356.5,-6.3,12:41:29.307535
4.22,4.12,4.11,4.16,10.0,9.38,20.31,4.94,33.75,26.25,827.84,0.01,9.0,180.0,5.0,26.0,4400.0,9.0,356.5,-6.3,12:41:30.574788
4.7,4.47,4.49,4.53,7.0,6.25,15.23,3.29,33.75,26.25,827.84,0.01,10.0,2090.0,5.0,26.0,4400.0,9.0,356.5,-6.3,12:41:31.933427
4.28,4.19,4.2,4.18,5.0,3.91,10.16,3.02,32.5,26.25,839.23,0.0,37.0,-990.0,5.0,4.0,4400.0,9.0,356.5,-6.3,12:41:33.220094
3.99,3.92,3.88,3.92,6.0,5.47,10.16,3.29,33.75,26.25,778.43,0.01,12.0,-2870.0,5.0,28.0,4100.0,9.0,356.5,-6.3,12:41:34.500590
3.9,3.86,3.84,3.8,6.0,6.25,15.23,3.29,33.75,26.25,772.06,0.01,11.0,-2400.0,5.0,28.0,2000.0,9.0,356.5,-6.3,12:41:35.771817
3.78,3.76,3.75,3.75,7.0,6.25,15.23,4.25,33.75,26.25,748.83,0.01,10.0,-2330.0,5.0,28.0,2700.0,9.0,356.5,-6.3,12:41:37.102391
3.76,3.66,3.66,3.67,7.0,6.25,15.23,3.29,33.75,26.25,730.48,0.01,9.0,-2260.0,5.0,28.0,3200.0,9.0,356.7,-4.0,12:41:38.358974
3.68,3.7,3.6,3.72,7.0,5.47,10.16,3.29,33.75,26.25,743.82,0.0,8.0,-2280.0,5.0,28.0,3800.0,9.0,356.7,-4.0,12:41:39.646796
3.75,3.66,3.81,3.37,7.0,6.25,15.23,3.29,33.75,26.25,718.03,0.01,75.0,-5930.0,5.0,-61.0,6600.0,9.0,356.7,-4.0,12:41:40.902613
4.12,4.15,4.08,4.1,5.72,5.47,10.16,3.29,33.75,26.25,820.25,0.01,11.0,3860.0,5.0,27.0,2300.0,9.0,356.7,-4.0,12:41:42.173992
3.94,3.92,3.86,3.86,5.0,5.47,10.16,3.29,33.75,26.25,786.05,0.01,12.0,-870.0,5.0,25.0,1000.0,9.0,356.8,-3.6,12:41:43.460511
3.74,3.68,3.61,3.61,6.0,5.47,10.16,3.29,33.75,26.25,737.07,0.0,10.0,-2320.0,5.0,25.0,2900.0,9.0,356.8,-3.6,12:41:44.761329
3.69,3.83,3.7,3.47,7.0,6.25,15.23,4.25,33.75,26.25,727.93,0.01,190.0,2180.0,5.0,-102.0,9000.0,9.0,356.8,-3.6,12:41:46.042221
3.41,3.38,3.32,3.4,9.0,7.81,15.23,4.25,33.75,26.25,669.16,0.01,9.0,2140.0,5.0,26.0,4100.0,9.0,356.8,-3.6,12:41:47.312956
3.65,3.44,3.43,3.5,9.0,8.59,15.23,4.53,33.75,26.25,686.03,0.01,13.0,1960.0,5.0,26.0,4100.0,9.0,356.8,-3.6,12:41:48.630012
3.77,3.7,3.72,3.73,8.0,7.81,15.23,3.29,33.75,26.25,738.24,0.01,12.0,-560.0,5.0,26.0,4000.0,9.0,356.8,-3.6,12:41:49.917436
3.78,3.78,3.74,3.78,10.0,8.59,15.23,4.53,33.75,26.25,752.99,0.01,12.0,-170.0,5.0,26.0,4000.0,9.0,356.8,-3.6,12:41:51.188774
3.92,3.92,3.8,3.81,11.0,10.16,20.31,4.94,33.75,26.25,770.79,0.01,38.0,-640.0,5.0,-5.0,8200.0,9.0,356.8,-3.6,12:41:52.456184
4.13,4.02,3.99,4.04,11.0,10.16,20.31,4.94,33.75,26.25,797.86,0.01,9.0,1120.0,5.0,28.0,2300.0,9.0,356.8,-3.6,12:41:53.706789
4.03,3.95,3.93,3.89,10.0,10.16,20.31,4.94,33.75,26.25,789.33,0.01,9.0,1690.0,5.0,28.0,2600.0,9.0,356.8,-3.6,12:41:54.966258
3.95,3.77,3.76,3.73,11.0,9.38,20.31,4.53,33.75,26.25,748.35,0.01,9.0,680.0,5.0,28.0,1900.0,9.0,356.8,-3.6,12:41:56.239875
4.03,4.02,3.91,3.97,11.0,10.16,20.31,4.94,33.75,26.25,786.34,0.01,9.0,430.0,5.0,27.0,2000.0,9.0,356.8,-3.6,12:41:57.539810
3.94,3.95,3.93,3.92,10.0,9.38,20.31,4.53,33.75,26.25,788.0,0.01,-8.0,-2780.0,5.0,42.0,4100.0,9.0,356.8,-3.6,12:41:58.842911
4.21,4.09,4.06,4.12,10.24,9.38,20.31,4.53,33.75,26.25,816.33,0.01,4.0,-1190.0,5.0,29.0,3600.0,9.0,356.8,-3.6,12:42:00.123401
4.61,4.02,3.89,4.47,10.0,9.38,20.31,4.53,33.75,26.25,852.52,0.01,-279.0,560.0,5.0,291.0,4200.0,9.0,356.4,-6.6,12:42:01.395368
4.41,4.24,4.2,4.26,10.0,9.38,20.31,4.53,33.75,26.25,844.18,0.01,10.0,5600.0,5.0,29.0,3800.0,9.0,356.4,-6.6,12:42:02.750844
4.29,4.26,4.21,4.23,10.0,9.38,20.31,4.53,33.75,26.25,852.61,0.01,12.0,4860.0,5.0,28.0,3600.0,9.0,356.4,-6.6,12:42:04.030780
4.22,4.06,4.03,4.07,11.0,10.16,20.31,4.94,33.75,26.25,815.56,0.01,11.0,330.0,5.0,28.0,3600.0,9.0,356.4,-6.6,12:42:05.286809
4.21,4.21,4.15,4.15,11.0,10.16,20.31,4.94,33.75,26.25,837.77,0.01,11.0,-580.0,5.0,28.0,3500.0,9.0,356.4,-6.2,12:42:06.587374
4.39,4.37,4.32,4.32,10.0,10.16,20.31,4.94,33.75,26.25,866.28,0.01,11.0,-580.0,5.0,28.0,3600.0,9.0,356.4,-7.0,12:42:07.956655
4.32,4.27,4.26,4.23,8.21,7.81,15.23,4.25,33.75,26.25,838.91,0.01,10.0,-380.0,5.0,28.0,3600.0,9.0,356.4,-7.0,12:42:09.219733
4.28,4.28,4.23,4.23,9.0,9.38,20.31,4.53,33.75,26.25,852.88,0.01,11.0,-190.0,5.0,27.0,3600.0,9.0,356.4,-7.0,12:42:10.491612
4.38,4.26,4.25,4.3,9.0,8.59,15.23,4.53,33.75,26.25,853.13,0.01,11.0,80.0,5.0,29.0,4100.0,9.0,356.4,-7.0,12:42:11.764051
4.32,4.23,4.2,4.17,8.0,7.81,15.23,3.29,33.75,26.25,843.63,0.01,-18.0,2680.0,5.0,49.0,5500.0,9.0,356.4,-7.0,12:42:13.044619
3.66,3.58,3.56,3.53,10.0,9.38,20.31,4.53,33.75,26.25,720.12,0.01,9.0,3790.0,5.0,26.0,4300.0,9.0,356.4,-7.0,12:42:14.332209
3.73,3.58,3.58,3.66,10.0,9.38,20.31,4.53,33.75,26.25,723.58,0.01,-14.0,3280.0,5.0,50.0,3900.0,9.0,356.4,-5.7,12:42:15.688845
3.52,3.48,3.46,3.39,11.0,10.16,20.31,4.94,33.75,26.25,693.92,0.01,3.0,1020.0,5.0,28.0,3200.0,9.0,356.5,-5.7,12:42:16.989559
2.13,2.08,2.15,2.1,-6.0,-5.47,10.16,3.29,33.75,26.25,442.98,-0.0,11.0,1020.0,5.0,25.0,3200.0,9.0,356.4,-5.5,12:42:18.323628
0.5,0.44,0.48,0.47,-1.0,-0.78,5.08,1.78,33.75,26.25,126.14,-0.0,10.0,1020.0,5.0,25.0,1600.0,9.0,356.9,-1.8,12:42:19.757399
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,33.75,26.25,9.82,0.0,10.0,2310.0,5.0,25.0,1600.0,9.0,356.9,-1.5,12:42:21.098678
0.0,0.0,0.0,0.0,-12.54,-8.59,20.31,4.25,33.75,26.25,0.32,0.0,-2.0,1210.0,5.0,52.0,5500.0,9.0,357.0,-1.8,12:42:22.401297
1.24,1.65,1.61,1.18,-11.0,-13.28,25.39,6.04,33.75,26.25,235.22,0.0,857.0,11620.0,5.0,-794.0,9600.0,9.0,357.0,-1.8,12:42:23.688729
1.7,1.41,1.4,1.64,-19.0,-17.97,30.47,7.27,33.75,26.25,309.33,0.01,-279.0,-5390.0,5.0,314.0,8300.0,9.0,357.0,-1.8,12:42:24.993486
3.47,2.86,2.83,3.55,-12.0,-12.5,25.39,5.76,33.75,26.25,618.48,0.01,-665.0,-5590.0,5.0,683.0,9100.0,8.0,357.0,-1.8,12:42:26.277062
3.89,2.86,2.87,3.9,-11.0,-9.38,20.31,4.25,33.75,26.25,677.1,0.01,-826.0,-1290.0,5.0,853.0,3500.0,9.0,356.6,-4.9,12:42:27.617967
3.08,2.24,2.64,2.85,12.96,8.59,15.23,4.25,33.75,26.25,462.59,-0.0,-166.0,7880.0,5.0,207.0,8400.0,8.0,356.6,-4.9,12:42:28.882248
0.26,0.27,0.35,0.37,5.0,5.47,10.16,3.29,33.75,26.25,146.16,-0.0,911.0,12930.0,5.0,-848.0,10300.0,9.0,356.6,-4.9,12:42:30.268659
0.0,0.32,0.0,0.0,13.87,12.5,30.47,7.41,33.75,26.25,115.25,0.0,988.0,25780.0,5.0,-931.0,15400.0,8.0,356.6,-4.9,12:42:31.538299
0.21,0.33,0.31,0.17,23.0,20.31,50.78,10.29,33.75,26.25,69.47,0.0,999.0,28200.0,5.0,-947.0,9200.0,8.0,356.6,-4.9,12:42:32.809174
2.01,2.17,2.21,1.98,16.0,17.19,30.47,6.45,33.75,26.25,381.54,0.01,231.0,560.0,5.0,-113.0,8700.0,8.0,356.6,-4.9,12:42:34.089621
2.51,3.39,3.22,2.31,13.0,11.72,20.31,4.94,33.75,26.25,585.85,0.01,282.0,4190.0,5.0,-865.0,7000.0,8.0,356.6,-4.9,12:42:35.374473
2.54,3.35,3.15,2.18,20.0,19.53,35.55,7.55,33.75,26.25,575.65,0.01,977.0,12440.0,5.0,-934.0,11000.0,8.0,356.6,-4.9,12:42:36.630497
3.92,4.02,4.05,3.73,19.0,19.53,35.55,7.96,33.75,26.25,766.88,0.02,178.0,-2630.0,5.0,-227.0,8600.0,8.0,356.6,-4.9,12:42:37.918477
4.93,6.18,5.88,4.94,9.0,9.38,20.31,4.53,33.75,26.25,1089.62,0.01,661.0,3610.0,5.0,-573.0,5800.0,8.0,356.6,-4.9,12:42:39.198480
2.3,3.16,3.17,2.39,2.33,0.0,0.0,1.78,33.75,26.25,642.49,0.0,820.0,6740.0,5.0,-739.0,3600.0,8.0,356.6,-4.9,12:42:40.500047
2.6,2.64,2.57,2.61,12.0,11.72,20.31,4.94,33.75,26.25,518.69,0.01,-79.0,-150.0,5.0,-106.0,5800.0,8.0,356.6,-4.9,12:42:41.800836
3.15,3.51,3.38,3.25,8.0,7.81,15.23,3.29,33.75,26.25,652.64,0.01,230.0,11130.0,5.0,-46.0,5100.0,8.0,356.6,-4.9,12:42:43.086906
3.7,3.73,3.67,3.67,10.0,9.38,20.31,4.94,33.75,26.25,719.8,0.01,14.0,-3270.0,5.0,13.0,3400.0,8.0,356.6,-4.9,12:42:44.373758
4.29,4.23,4.21,4.2,9.0,9.38,20.31,4.53,33.75,26.25,838.53,0.01,9.0,-2870.0,5.0,27.0,5200.0,8.0,356.5,-4.9,12:42:45.728230
4.46,4.42,4.48,4.38,10.0,9.38,20.31,4.53,33.75,26.25,869.87,0.01,8.0,-580.0,5.0,28.0,5100.0,8.0,356.5,-5.7,12:42:47.078011
4.57,4.56,4.53,4.46,9.0,8.59,15.23,4.53,33.75,26.25,911.92,0.01,9.0,2620.0,5.0,-29.0,8800.0,8.0,356.5,-5.7,12:42:48.332873
4.5,4.65,4.67,4.41,9.0,8.59,15.23,4.53,33.75,26.25,907.46,0.01,135.0,-2130.0,5.0,-96.0,6700.0,8.0,356.4,-5.8,12:42:49.613590
4.79,4.72,4.68,4.64,9.0,8.59,15.23,4.25,33.75,26.25,936.37,0.01,52.0,470.0,5.0,15.0,4900.0,8.0,356.4,-5.8,12:42:50.953304
4.78,4.76,4.71,4.75,9.0,9.38,20.31,4.53,33.75,26.25,955.55,0.01,11.0,-2890.0,5.0,28.0,5100.0,8.0,356.4,-6.1,12:42:52.210383
4.83,4.71,4.76,4.8,8.33,8.59,15.23,4.53,33.75,26.25,952.6,0.01,8.0,-2780.0,5.0,29.0,4200.0,8.0,356.4,-5.8,12:42:53.468486
4.68,4.62,4.63,4.65,10.0,9.38,20.31,4.53,33.75,26.25,930.62,0.01,8.0,-1020.0,5.0,28.0,1600.0,8.0,356.4,-5.7,12:42:54.730328
4.89,4.86,4.84,4.84,11.0,10.16,20.31,4.94,33.75,26.25,966.52,0.01,8.0,-70.0,5.0,27.0,1400.0,8.0,356.4,-5.7,12:42:55.995143
5.11,5.09,5.02,5.05,8.0,8.59,15.23,4.25,35.0,26.25,1011.62,0.01,8.0,420.0,5.0,27.0,2200.0,8.0,356.2,-7.0,12:42:57.282842
5.03,5.03,5.01,5.04,0.0,5.47,10.16,3.29,33.75,26.25,1006.11,0.01,8.0,80.0,5.0,26.0,1600.0,8.0,356.2,-7.0,12:42:58.538786
3.07,3.73,3.51,3.0,0.0,-0.78,5.08,1.78,33.75,26.25,713.69,0.0,696.0,13660.0,5.0,-529.0,4400.0,8.0,356.2,-7.0,12:42:59.418289
2.28,3.08,3.09,2.27,11.0,10.16,20.31,4.94,33.75,26.25,556.49,0.01,916.0,4480.0,5.0,-866.0,8000.0,8.0,356.2,-7.0,12:43:00.193312
2.48,3.23,3.21,2.47,13.0,12.5,25.39,5.76,33.75,26.25,553.41,0.01,763.0,-850.0,5.0,-768.0,7700.0,8.0,356.2,-7.0,12:43:01.020961
2.9,3.83,3.74,2.82,13.0,12.5,25.39,5.9,35.0,26.25,645.39,0.01,847.0,-850.0,5.0,-802.0,6900.0,8.0,356.2,-7.0,12:43:01.844289
3.87,3.89,3.96,3.81,12.0,11.72,20.31,4.94,35.0,26.25,761.25,0.01,23.0,-7690.0,5.0,-216.0,6900.0,8.0,356.2,-7.0,12:43:02.708604
4.35,4.99,4.89,4.29,9.0,9.38,20.31,4.53,33.75,26.25,896.49,0.01,299.0,6940.0,5.0,-263.0,8300.0,8.0,356.2,-6.9,12:43:03.494700
4.41,5.38,5.3,4.45,0.0,4.69,10.16,3.29,33.75,26.25,966.08,0.01,542.0,8010.0,5.0,-493.0,7200.0,8.0,356.3,-5.6,12:43:04.250043
3.78,4.31,4.56,3.76,4.0,2.34,10.16,2.75,35.0,26.25,951.97,0.0,83.0,-4990.0,5.0,-519.0,8000.0,8.0,356.7,-3.8,12:43:05.050554
4.12,4.06,4.05,4.07,5.0,4.69,10.16,3.02,35.0,26.25,800.46,0.0,27.0,-1210.0,5.0,-11.0,6800.0,8.0,356.7,-3.8,12:43:05.852644
3.83,3.93,3.86,3.83,5.0,4.69,10.16,3.29,33.75,26.25,772.1,0.0,10.0,-1150.0,5.0,22.0,5900.0,8.0,356.7,-3.8,12:43:06.632244
4.04,3.54,3.69,3.87,4.0,3.91,10.16,3.02,33.75,26.25,747.4,0.0,-347.0,-9730.0,5.0,144.0,7500.0,8.0,356.7,-3.8,12:43:07.417612
4.17,3.07,3.14,4.04,7.0,6.25,15.23,4.25,33.75,26.25,725.66,0.01,-925.0,-6640.0,5.0,881.0,11900.0,8.0,356.6,-4.3,12:43:08.208445
3.95,2.88,2.98,3.97,8.0,8.59,15.23,4.25,33.75,26.25,701.29,0.01,-944.0,-3390.0,5.0,963.0,17200.0,8.0,356.6,-4.8,12:43:09.035844
4.12,3.01,2.99,4.07,13.0,12.5,25.39,5.76,33.75,26.25,711.51,0.01,-970.0,-5440.0,5.0,963.0,-31636.0,8.0,356.6,-4.8,12:43:09.859407
4.73,3.32,3.35,4.63,14.0,13.28,25.39,5.9,33.75,26.25,778.66,0.01,-978.0,-6430.0,5.0,996.0,-24536.0,8.0,356.6,-4.8,12:43:10.639398
5.28,3.76,3.89,5.31,13.0,13.28,25.39,5.76,33.75,26.25,880.6,0.02,-979.0,-6530.0,5.0,998.0,-23136.0,8.0,356.6,-4.8,12:43:11.410274
5.46,3.91,3.96,5.65,11.0,10.16,20.31,4.94,33.75,26.25,931.97,0.01,-979.0,-6420.0,5.0,998.0,-23136.0,8.0,356.6,-4.8,12:43:12.165232
5.48,3.92,4.02,5.56,10.0,9.38,20.31,4.53,33.75,26.25,934.31,0.01,-969.0,-2740.0,5.0,933.0,11000.0,8.0,356.6,-4.8,12:43:12.944813
5.36,3.74,3.87,5.25,11.0,10.16,20.31,4.94,35.0,26.25,894.26,0.01,-984.0,-7120.0,5.0,980.0,24800.0,8.0,356.6,-4.8,12:43:13.730441
4.95,3.6,3.58,4.89,14.0,13.28,25.39,5.76,33.75,26.25,851.89,0.01,-976.0,-2240.0,5.0,990.0,30900.0,8.0,356.6,-4.8,12:43:14.547963
5.25,3.7,3.74,4.97,15.0,15.62,30.47,6.45,33.75,26.25,883.62,0.02,-973.0,-3870.0,5.0,990.0,29900.0,8.0,356.6,-4.8,12:43:15.433776
5.12,3.66,3.66,5.04,14.0,13.28,25.39,5.76,33.75,26.25,876.19,0.01,-981.0,-5040.0,5.0,998.0,-26836.0,8.0,355.9,-8.7,12:43:16.240098
4.93,3.48,3.54,4.79,16.0,14.84,25.39,6.45,33.75,26.25,833.25,0.02,-943.0,-2750.0,5.0,983.0,27000.0,8.0,355.9,-8.7,12:43:17.052165
5.37,3.77,3.74,5.13,19.0,18.75,35.55,7.55,35.0,26.25,883.48,0.02,-980.0,-6780.0,5.0,997.0,-26136.0,8.0,355.9,-8.7,12:43:17.823398
5.81,4.05,4.19,5.67,17.0,17.19,30.47,6.45,33.75,26.25,951.5,0.02,-980.0,-6910.0,5.0,998.0,-24536.0,8.0,355.6,-11.7,12:43:18.608768
