скорость ПП колеса,скорость ПЛ колеса,АЦП датчика ПП колеса,АЦП датчика ПЛ колеса,time
0.18,0.16,2024.0,2014.0,13:05:49.606746
0.15,0.15,2026.0,2017.0,13:05:49.902841
0.0,0.01,0.0,2021.0,13:05:50.200401
0.0,0.0,2022.0,4053.0,13:05:50.497148
0.0,0.0,2027.0,4055.0,13:05:50.793898
0.0,0.0,2023.0,4051.0,13:05:51.091852
0.0,0.0,2016.0,4046.0,13:05:51.387538
0.02,0.0,0.0,2024.0,13:05:51.685115
0.0,0.0,2028.0,4054.0,13:05:51.983375
0.0,0.0,2026.0,4045.0,13:05:52.281435
0.0,0.0,2017.0,4052.0,13:05:52.577942
0.0,0.0,2018.0,4054.0,13:05:52.874182
0.0,0.0,11.0,0.0,13:05:53.159672
0.0,0.0,0.0,2021.0,13:05:53.455295
0.0,0.0,2020.0,4057.0,13:05:53.752031
0.0,0.0,2021.0,4058.0,13:05:54.049218
0.0,0.0,2028.0,4055.0,13:05:54.344315
0.0,0.0,2023.0,4062.0,13:05:54.642564
0.0,0.0,0.0,2021.0,13:05:54.938303
0.16,0.33,2018.0,4056.0,13:05:55.234952
0.3,0.35,4061.0,4064.0,13:05:55.532091
0.3,0.52,4069.0,4052.0,13:05:55.827773
0.15,0.17,2024.0,2011.0,13:05:56.127265
0.0,0.23,2025.0,4055.0,13:05:56.426440
0.0,0.23,-31110.0,0.0,13:05:56.723206
0.0,0.15,4064.0,4055.0,13:05:57.018931
0.0,0.0,4062.0,2023.0,13:05:57.314409
0.0,0.0,4062.0,2022.0,13:05:57.610907
0.0,0.0,4056.0,2023.0,13:05:57.907596
0.0,0.0,0.0,2017.0,13:05:58.206592
0.0,0.0,2033.0,2010.0,13:05:58.535378
0.3,0.21,2019.0,4057.0,13:05:58.832430
0.38,0.27,2024.0,4052.0,13:05:59.128402
0.15,0.18,4061.0,2016.0,13:05:59.427814
0.2,0.2,-21628.0,2023.0,13:05:59.710889
0.24,0.21,4061.0,2021.0,13:06:00.006751
0.3,0.35,2017.0,4060.0,13:06:00.304254
0.26,0.23,4052.0,2017.0,13:06:00.599152
0.25,0.28,2021.0,4058.0,13:06:00.894509
-4.22,0.21,-30190.0,4058.0,13:06:01.192156
0.0,0.2,-24269.0,2017.0,13:06:01.490089
0.22,0.23,2024.0,4064.0,13:06:01.784179
0.16,0.15,2017.0,4055.0,13:06:02.079655
0.15,0.0,2026.0,4055.0,13:06:02.376555
0.0,0.0,2015.0,4050.0,13:06:02.675692
0.0,0.0,0.0,2022.0,13:06:02.972149
0.0,0.0,4059.0,2019.0,13:06:03.272040
0.0,0.0,4065.0,2023.0,13:06:03.570701
0.0,0.0,2023.0,4057.0,13:06:03.866394
0.16,0.0,4067.0,4061.0,13:06:04.162895
0.18,0.19,4060.0,2018.0,13:06:04.460915
0.19,0.19,2029.0,4058.0,13:06:04.756992
0.22,0.35,4057.0,2020.0,13:06:05.053435
0.26,0.19,2026.0,4063.0,13:06:05.352271
0.26,0.24,4064.0,2021.0,13:06:05.648349
0.32,0.35,4063.0,4063.0,13:06:05.945267
0.41,0.47,2032.0,4058.0,13:06:06.240655
0.48,0.52,2024.0,4054.0,13:06:06.536961
0.48,0.49,2027.0,4062.0,13:06:06.833345
0.42,0.42,2029.0,4059.0,13:06:07.128352
0.33,0.32,4064.0,2018.0,13:06:07.423765
0.32,0.27,4063.0,2021.0,13:06:07.720308
0.15,0.15,4055.0,2013.0,13:06:08.017709
0.0,0.0,4059.0,2021.0,13:06:08.314986
0.0,0.0,4060.0,2024.0,13:06:08.612945
0.0,0.0,2020.0,4052.0,13:06:08.911063
0.0,0.0,2022.0,4050.0,13:06:09.209094
0.0,0.0,2031.0,4060.0,13:06:09.508885
0.0,0.0,2025.0,4061.0,13:06:09.807537
0.0,0.0,2021.0,4056.0,13:06:10.103514
0.0,0.21,4063.0,4061.0,13:06:10.400365
0.35,0.3,4059.0,2018.0,13:06:10.696055
0.43,0.45,2023.0,2018.0,13:06:10.993089
0.38,0.38,2029.0,4053.0,13:06:11.289704
0.28,0.28,4060.0,2021.0,13:06:11.583405
0.34,0.34,2017.0,4056.0,13:06:11.879278
0.23,0.42,4063.0,4066.0,13:06:12.174093
0.32,0.33,2027.0,4057.0,13:06:12.468776
0.38,0.36,2017.0,2006.0,13:06:12.766040
0.35,0.42,4056.0,2025.0,13:06:13.062609
0.37,0.36,4058.0,4060.0,13:06:13.358645
0.38,0.32,2024.0,2009.0,13:06:13.655342
0.38,0.24,2021.0,4050.0,13:06:13.951286
0.15,0.26,2027.0,2012.0,13:06:14.245086
0.0,0.27,4060.0,2020.0,13:06:14.538450
0.0,0.15,4067.0,2020.0,13:06:14.827777
0.0,0.0,4057.0,4061.0,13:06:15.108442
0.0,0.16,2023.0,2007.0,13:06:15.388821
